var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.2,2,365885.83779909,404572.64561244,1,682.53960877327,708.64160368897,1,0,0.05,4,0,0,10
0.2,0.4,0,404572.64561244,443259.45342578,0,708.64160368897,734.74359860467,0,0.05,0.1,0,0,0,0
0.4,0.6,0,443259.45342578,481946.26123912,1,734.74359860467,760.84559352037,0,0.1,0.15,0,0,0,0
0.6,0.8,0,481946.26123912,520633.06905247,3,760.84559352037,786.94758843607,1,0.15,0.2,0,0,0,0
0.8,1,2,520633.06905247,559319.87686581,1,786.94758843607,813.04958335178,3,0.2,0.25,0,0,0,0
1,1.2,0,559319.87686581,598006.68467915,1,813.04958335178,839.15157826748,0,0.25,0.3,0,0,0,0
1.2,1.4,0,598006.68467915,636693.49249249,0,839.15157826748,865.25357318318,2,0.3,0.35,0,0,0,0
1.4,1.6,0,636693.49249249,675380.30030584,0,865.25357318318,891.35556809888,0,0.35,0.4,0,0,0,0
1.6,1.8,0,675380.30030584,714067.10811918,0,891.35556809888,917.45756301459,0,0.4,0.45,0,0,0,0
1.8,2,3,714067.10811918,752753.91593252,1,917.45756301459,943.55955793029,0,0.45,0.5,0,0,0,0
2,2.2,0,752753.91593252,791440.72374587,0,943.55955793029,969.66155284599,0,0.5,0.55,0,0,0,0
2.2,2.4,0,791440.72374587,830127.53155921,0,969.66155284599,995.76354776169,1,0.55,0.6,0,0,0,0
2.4,2.6,0,830127.53155921,868814.33937255,0,995.76354776169,1021.8655426774,0,0.6,0.65,0,0,0,0
2.6,2.8,0,868814.33937255,907501.1471859,1,1021.8655426774,1047.9675375931,0,0.65,0.7,0,0,0,0
2.8,3,2,907501.1471859,946187.95499924,0,1047.9675375931,1074.0695325088,1,0.7,0.75,0,0,0,0
3,3.2,0,946187.95499924,984874.76281258,0,1074.0695325088,1100.1715274245,0,0.75,0.8,0,0,0,0
3.2,3.4,0,984874.76281258,1023561.5706259,0,1100.1715274245,1126.2735223402,0,0.8,0.85,0,0,0,0
3.4,3.6,0,1023561.5706259,1062248.3784393,0,1126.2735223402,1152.3755172559,0,0.85,0.9,0,0,0,0
3.6,3.8,0,1062248.3784393,1100935.1862526,0,1152.3755172559,1178.4775121716,0,0.9,0.95,0,0,0,0
3.8,4,1,1100935.1862526,1139621.994066,1,1178.4775121716,1204.5795070873,1,0.95,1,6,0,0,0
