var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.2,2,365429.18923465,405259.59079408,1,682.11354958985,708.82628506024,1,0,0.05,4,0,0,10
0.2,0.4,0,405259.59079408,445089.9923535,0,708.82628506024,735.53902053063,0,0.05,0.1,0,0,0,0
0.4,0.6,0,445089.9923535,484920.39391293,1,735.53902053063,762.25175600102,0,0.1,0.15,0,0,0,0
0.6,0.8,0,484920.39391293,524750.79547235,3,762.25175600102,788.96449147141,2,0.15,0.2,0,0,0,0
0.8,1,2,524750.79547235,564581.19703178,2,788.96449147141,815.67722694179,2,0.2,0.25,0,0,0,0
1,1.2,0,564581.19703178,604411.5985912,0,815.67722694179,842.38996241218,2,0.25,0.3,0,0,0,0
1.2,1.4,0,604411.5985912,644242.00015063,0,842.38996241218,869.10269788257,0,0.3,0.35,0,0,0,0
1.4,1.6,0,644242.00015063,684072.40171005,0,869.10269788257,895.81543335296,0,0.35,0.4,0,0,0,0
1.6,1.8,0,684072.40171005,723902.80326948,0,895.81543335296,922.52816882335,0,0.4,0.45,0,0,0,0
1.8,2,3,723902.80326948,763733.20482891,0,922.52816882335,949.24090429373,0,0.45,0.5,0,0,0,0
2,2.2,0,763733.20482891,803563.60638833,1,949.24090429373,975.95363976412,0,0.5,0.55,0,0,0,0
2.2,2.4,0,803563.60638833,843394.00794776,0,975.95363976412,1002.6663752345,1,0.55,0.6,0,0,0,0
2.4,2.6,0,843394.00794776,883224.40950718,1,1002.6663752345,1029.3791107049,0,0.6,0.65,0,0,0,0
2.6,2.8,0,883224.40950718,923054.81106661,0,1029.3791107049,1056.0918461753,1,0.65,0.7,0,0,0,0
2.8,3,2,923054.81106661,962885.21262603,0,1056.0918461753,1082.8045816457,0,0.7,0.75,0,0,0,0
3,3.2,0,962885.21262603,1002715.6141855,0,1082.8045816457,1109.5173171161,0,0.75,0.8,0,0,0,0
3.2,3.4,0,1002715.6141855,1042546.0157449,0,1109.5173171161,1136.2300525865,0,0.8,0.85,0,0,0,0
3.4,3.6,0,1042546.0157449,1082376.4173043,0,1136.2300525865,1162.9427880568,0,0.85,0.9,0,0,0,0
3.6,3.8,0,1082376.4173043,1122206.8188637,0,1162.9427880568,1189.6555235272,0,0.9,0.95,0,0,0,0
3.8,4,1,1122206.8188637,1162037.2204232,1,1189.6555235272,1216.3682589976,1,0.95,1,6,0,0,0
