var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.2,2,365365.81599689,404509.69246147,1,682.05440048552,708.40804559761,1,0,0.05,4,0,0,10
0.2,0.4,0,404509.69246147,443653.56892606,0,708.40804559761,734.76169070969,0,0.05,0.1,0,0,0,0
0.4,0.6,0,443653.56892606,482797.44539064,1,734.76169070969,761.11533582178,0,0.1,0.15,0,0,0,0
0.6,0.8,0,482797.44539064,521941.32185523,3,761.11533582178,787.46898093387,1,0.15,0.2,0,0,0,0
0.8,1,2,521941.32185523,561085.19831982,2,787.46898093387,813.82262604595,3,0.2,0.25,0,0,0,0
1,1.2,0,561085.19831982,600229.0747844,0,813.82262604595,840.17627115804,1,0.25,0.3,0,0,0,0
1.2,1.4,0,600229.0747844,639372.95124899,0,840.17627115804,866.52991627012,1,0.3,0.35,0,0,0,0
1.4,1.6,0,639372.95124899,678516.82771358,0,866.52991627012,892.88356138221,0,0.35,0.4,0,0,0,0
1.6,1.8,0,678516.82771358,717660.70417816,0,892.88356138221,919.2372064943,0,0.4,0.45,0,0,0,0
1.8,2,3,717660.70417816,756804.58064275,0,919.2372064943,945.59085160638,0,0.45,0.5,0,0,0,0
2,2.2,0,756804.58064275,795948.45710733,1,945.59085160638,971.94449671847,0,0.5,0.55,0,0,0,0
2.2,2.4,0,795948.45710733,835092.33357192,0,971.94449671847,998.29814183055,1,0.55,0.6,0,0,0,0
2.4,2.6,0,835092.33357192,874236.21003651,0,998.29814183055,1024.6517869426,0,0.6,0.65,0,0,0,0
2.6,2.8,0,874236.21003651,913380.08650109,1,1024.6517869426,1051.0054320547,0,0.65,0.7,0,0,0,0
2.8,3,2,913380.08650109,952523.96296568,0,1051.0054320547,1077.3590771668,1,0.7,0.75,0,0,0,0
3,3.2,0,952523.96296568,991667.83943027,0,1077.3590771668,1103.7127222789,0,0.75,0.8,0,0,0,0
3.2,3.4,0,991667.83943027,1030811.7158949,0,1103.7127222789,1130.066367391,0,0.8,0.85,0,0,0,0
3.4,3.6,0,1030811.7158949,1069955.5923594,0,1130.066367391,1156.4200125031,0,0.85,0.9,0,0,0,0
3.6,3.8,0,1069955.5923594,1109099.468824,0,1156.4200125031,1182.7736576152,0,0.9,0.95,0,0,0,0
3.8,4,1,1109099.468824,1148243.3452886,1,1182.7736576152,1209.1273027272,1,0.95,1,6,0,0,0
