var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.2,2,364709.21376544,403953.03727325,1,681.44126180869,707.86089138822,1,0,0.05,4,0,0,10
0.2,0.4,0,403953.03727325,443196.86078107,0,707.86089138822,734.28052096774,0,0.05,0.1,0,0,0,0
0.4,0.6,0,443196.86078107,482440.68428888,1,734.28052096774,760.70015054726,0,0.1,0.15,0,0,0,0
0.6,0.8,0,482440.68428888,521684.5077967,3,760.70015054726,787.11978012678,1,0.15,0.2,0,0,0,0
0.8,1,2,521684.5077967,560928.33130451,2,787.11978012678,813.5394097063,3,0.2,0.25,0,0,0,0
1,1.2,0,560928.33130451,600172.15481233,0,813.5394097063,839.95903928582,1,0.25,0.3,0,0,0,0
1.2,1.4,0,600172.15481233,639415.97832014,0,839.95903928582,866.37866886535,1,0.3,0.35,0,0,0,0
1.4,1.6,0,639415.97832014,678659.80182796,0,866.37866886535,892.79829844487,0,0.35,0.4,0,0,0,0
1.6,1.8,0,678659.80182796,717903.62533577,0,892.79829844487,919.21792802439,0,0.4,0.45,0,0,0,0
1.8,2,3,717903.62533577,757147.44884359,0,919.21792802439,945.63755760391,0,0.45,0.5,0,0,0,0
2,2.2,0,757147.44884359,796391.2723514,1,945.63755760391,972.05718718343,0,0.5,0.55,0,0,0,0
2.2,2.4,0,796391.2723514,835635.09585922,0,972.05718718343,998.47681676295,1,0.55,0.6,0,0,0,0
2.4,2.6,0,835635.09585922,874878.91936703,1,998.47681676295,1024.8964463425,0,0.6,0.65,0,0,0,0
2.6,2.8,0,874878.91936703,914122.74287485,0,1024.8964463425,1051.316075922,0,0.65,0.7,0,0,0,0
2.8,3,2,914122.74287485,953366.56638266,0,1051.316075922,1077.7357055015,1,0.7,0.75,0,0,0,0
3,3.2,0,953366.56638266,992610.38989048,0,1077.7357055015,1104.155335081,0,0.75,0.8,0,0,0,0
3.2,3.4,0,992610.38989048,1031854.2133983,0,1104.155335081,1130.5749646606,0,0.8,0.85,0,0,0,0
3.4,3.6,0,1031854.2133983,1071098.0369061,0,1130.5749646606,1156.9945942401,0,0.85,0.9,0,0,0,0
3.6,3.8,0,1071098.0369061,1110341.8604139,0,1156.9945942401,1183.4142238196,0,0.9,0.95,0,0,0,0
3.8,4,1,1110341.8604139,1149585.6839217,1,1183.4142238196,1209.8338533991,1,0.95,1,6,0,0,0
