var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
1,519484.49916067,813.2823662224,1,0
3,366023.69817197,682.66818207879,1,0
4,1162518.5610572,1216.6201557703,1,0
2,543552.25039278,831.90878095491,1,0
0,777766.22979388,995.12949927793,1,0
3,466874.7458101,771.00154915772,0,0
2,485087.70867787,785.89621029347,0,0
2,549092.62325303,836.13781259319,1,0
0,504998.80576062,801.86311147131,0,0
1,860205.71213141,1046.5409353163,0,0
