var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.2,2,365914.82318647,404564.74305707,1,682.56664354903,708.64855448867,1,0,0.05,4,0,0,10
0.2,0.4,0,404564.74305707,443214.66292767,0,708.64855448867,734.73046542831,0,0.05,0.1,0,0,0,0
0.4,0.6,0,443214.66292767,481864.58279828,1,734.73046542831,760.81237636795,0,0.1,0.15,0,0,0,0
0.6,0.8,0,481864.58279828,520514.50266888,3,760.81237636795,786.89428730759,1,0.15,0.2,0,0,0,0
0.8,1,2,520514.50266888,559164.42253948,1,786.89428730759,812.97619824723,3,0.2,0.25,0,0,0,0
1,1.2,0,559164.42253948,597814.34241008,1,812.97619824723,839.05810918687,0,0.25,0.3,0,0,0,0
1.2,1.4,0,597814.34241008,636464.26228068,0,839.05810918687,865.14002012651,2,0.3,0.35,0,0,0,0
1.4,1.6,0,636464.26228068,675114.18215128,0,865.14002012651,891.22193106615,0,0.35,0.4,0,0,0,0
1.6,1.8,0,675114.18215128,713764.10202188,0,891.22193106615,917.30384200579,0,0.4,0.45,0,0,0,0
1.8,2,3,713764.10202188,752414.02189249,1,917.30384200579,943.38575294543,0,0.45,0.5,0,0,0,0
2,2.2,0,752414.02189249,791063.94176309,0,943.38575294543,969.46766388507,0,0.5,0.55,0,0,0,0
2.2,2.4,0,791063.94176309,829713.86163369,0,969.46766388507,995.54957482471,1,0.55,0.6,0,0,0,0
2.4,2.6,0,829713.86163369,868363.78150429,0,995.54957482471,1021.6314857643,0,0.6,0.65,0,0,0,0
2.6,2.8,0,868363.78150429,907013.70137489,1,1021.6314857643,1047.713396704,0,0.65,0.7,0,0,0,0
2.8,3,2,907013.70137489,945663.62124549,0,1047.713396704,1073.7953076436,1,0.7,0.75,0,0,0,0
3,3.2,0,945663.62124549,984313.5411161,0,1073.7953076436,1099.8772185833,0,0.75,0.8,0,0,0,0
3.2,3.4,0,984313.5411161,1022963.4609867,0,1099.8772185833,1125.9591295229,0,0.8,0.85,0,0,0,0
3.4,3.6,0,1022963.4609867,1061613.3808573,0,1125.9591295229,1152.0410404625,0,0.85,0.9,0,0,0,0
3.6,3.8,0,1061613.3808573,1100263.3007279,0,1152.0410404625,1178.1229514022,0,0.9,0.95,0,0,0,0
3.8,4,1,1100263.3007279,1138913.2205985,1,1178.1229514022,1204.2048623418,1,0.95,1,6,0,0,0
