var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.2,2,365949.11774287,404568.15828181,1,682.5986288231,708.66352024797,1,0,0.05,4,0,0,10
0.2,0.4,0,404568.15828181,443187.19882074,0,708.66352024797,734.72841167285,0,0.05,0.1,0,0,0,0
0.4,0.6,0,443187.19882074,481806.23935967,1,734.72841167285,760.79330309772,0,0.1,0.15,0,0,0,0
0.6,0.8,0,481806.23935967,520425.2798986,3,760.79330309772,786.8581945226,1,0.15,0.2,0,0,0,0
0.8,1,2,520425.2798986,559044.32043753,1,786.8581945226,812.92308594748,3,0.2,0.25,0,0,0,0
1,1.2,0,559044.32043753,597663.36097646,1,812.92308594748,838.98797737235,0,0.25,0.3,0,0,0,0
1.2,1.4,0,597663.36097646,636282.40151539,0,838.98797737235,865.05286879723,2,0.3,0.35,0,0,0,0
1.4,1.6,0,636282.40151539,674901.44205433,0,865.05286879723,891.1177602221,0,0.35,0.4,0,0,0,0
1.6,1.8,0,674901.44205433,713520.48259326,0,891.1177602221,917.18265164698,0,0.4,0.45,0,0,0,0
1.8,2,3,713520.48259326,752139.52313219,1,917.18265164698,943.24754307186,0,0.45,0.5,0,0,0,0
2,2.2,0,752139.52313219,790758.56367112,0,943.24754307186,969.31243449673,0,0.5,0.55,0,0,0,0
2.2,2.4,0,790758.56367112,829377.60421005,0,969.31243449673,995.37732592161,1,0.55,0.6,0,0,0,0
2.4,2.6,0,829377.60421005,867996.64474898,0,995.37732592161,1021.4422173465,0,0.6,0.65,0,0,0,0
2.6,2.8,0,867996.64474898,906615.68528791,1,1021.4422173465,1047.5071087714,0,0.65,0.7,0,0,0,0
2.8,3,2,906615.68528791,945234.72582685,0,1047.5071087714,1073.5720001962,1,0.7,0.75,0,0,0,0
3,3.2,0,945234.72582685,983853.76636578,0,1073.5720001962,1099.6368916211,0,0.75,0.8,0,0,0,0
3.2,3.4,0,983853.76636578,1022472.8069047,0,1099.6368916211,1125.701783046,0,0.8,0.85,0,0,0,0
3.4,3.6,0,1022472.8069047,1061091.8474436,0,1125.701783046,1151.7666744709,0,0.85,0.9,0,0,0,0
3.6,3.8,0,1061091.8474436,1099710.8879826,0,1151.7666744709,1177.8315658957,0,0.9,0.95,0,0,0,0
3.8,4,1,1099710.8879826,1138329.9285215,1,1177.8315658957,1203.8964573206,1,0.95,1,6,0,0,0
