var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
1,518255.40310793,812.31968676727,1,0
3,365166.56573049,681.8683977889,1,0
4,1148678.5759919,1209.3564351104,1,0
2,551477.02829568,837.951287629,1,0
0,761841.7556518,984.88935933248,1,0
3,459925.32387857,765.24186371847,0,0
2,489450.74551372,789.42260189849,0,0
2,558377.59141218,843.17757932713,1,0
0,507414.14257039,803.77842212795,0,0
1,875254.95119061,1055.6558225014,0,0
