# gr0gr1_gb gr0gr2_gb gr0gr3_gb gr1gr2_gb gr1gr3_gb gr2gr3_gb total
25 10 15 10 15 0 75
25 10 15 10 15 0 75
30 10 20 10 20 0 90
30 10 20 10 20 0 90
30 10 20 10 20 0 90
25 10 15 10 15 0 75
25 10 15 15 20 5 90
25 10 15 15 20 5 90
25 10 15 15 20 5 90
30 10 20 15 25 5 105
30 20 30 20 30 20 150
30 20 30 20 30 20 150
40 30 30 30 30 20 180
40 35 35 35 35 30 210
50 40 40 40 40 30 240
55 45 40 45 40 30 255
60 50 40 50 40 30 270
65 55 40 55 40 30 285
65 55 40 55 40 30 285
65 55 40 55 40 30 285
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
65 55 40 60 45 35 300
65 55 40 60 45 35 300
65 55 40 60 45 35 300
70 55 45 60 50 35 315
70 55 45 60 50 35 315
70 55 45 60 50 35 315
70 55 45 60 50 35 315
70 55 45 60 50 35 315
70 55 45 60 50 35 315
75 55 50 60 55 35 330
75 60 55 60 55 40 345
75 60 55 60 55 40 345
75 60 55 60 55 40 345
75 60 55 60 55 40 345
75 60 55 60 55 40 345
75 60 55 60 55 40 345
75 60 55 60 55 40 345
75 65 60 60 55 45 360
75 65 60 60 55 45 360
70 65 55 60 50 45 345
65 60 55 55 50 45 330
65 60 55 55 50 45 330
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 55 55 50 50 45 315
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 55 55 50 50 45 315
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
50 55 45 50 40 45 285
50 55 45 50 40 45 285
50 55 45 50 40 45 285
50 55 45 50 40 45 285
50 55 45 50 40 45 285
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 55 50 50 315
55 55 50 55 50 50 315
55 55 50 55 50 50 315
55 55 50 55 50 50 315
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
