# Step gr0 gr1 gr2 gr3 
500 45475 103450 43925 23050
600 45475 103475 44025 23000
700 45400 103500 44075 22950
800 45400 103525 44125 22975
900 45375 103500 44175 22975
1000 45350 103525 44325 22975
1100 45325 103575 44425 23025
1200 45300 103725 44500 23075
1300 45300 103775 44500 23075
1400 45375 103875 44450 23100
1500 45200 103975 44500 23125
1600 45100 103950 44500 23125
1700 45150 103900 44500 23125
1800 45100 103925 44450 23150
1900 45150 103975 44500 23175
2000 45025 103925 44550 23175
2100 44975 104050 44550 23200
2200 44900 104075 44550 23200
2300 44850 104075 44500 23175
2400 44725 104225 44500 23200
2500 44625 104275 44500 23200
2600 44325 104400 44400 23200
2700 44375 104350 44425 23225
2800 44350 104375 44550 23225
2900 44325 104400 44600 23300
3000 44325 104400 44600 23300
3100 44300 104425 44675 23300
3200 44200 104425 44800 23425
3300 44150 104475 44900 23400
3400 44050 104575 45075 23400
3500 44025 104600 45075 23425
3600 43975 104600 45075 23425
3700 43975 104675 45075 23400
3800 43925 104725 45075 23425
3900 43950 104800 45075 23400
4000 43950 104825 45025 23375
4100 43975 104975 45025 23400
4200 43900 104975 44975 23400
4300 43950 104975 44925 23400
4400 43850 105000 44875 23425
4500 43800 105025 44875 23475
4600 43700 105050 44875 23425
4700 43625 105075 44875 23425
4800 43500 105100 44975 23450
4900 43225 105200 45025 23450
5000 43225 105150 45025 23425
5100 43200 105175 45025 23400
5200 43200 105275 45075 23425
5300 43150 105300 45075 23425
5400 43150 105450 45125 23425
5500 43125 105425 45250 23425
5600 43075 105400 45325 23450
5700 43075 105400 45325 23450
5800 43050 105400 45375 23450
5900 42975 105475 45550 23475
6000 42950 105550 45525 23475
6100 42950 105575 45600 23525
6200 42925 105575 45600 23525
6300 42900 105600 45650 23525
6400 42800 105625 45550 23550
6500 42775 105625 45550 23550
6600 42750 105675 45550 23525
6700 42700 105700 45550 23525
6800 42700 105750 45550 23525
6900 42700 105750 45550 23525
7000 42675 105825 45550 23575
7100 42675 105875 45600 23575
7200 42650 105900 45600 23600
7300 42575 105950 45650 23600
7400 42575 105975 45650 23600
7500 42525 106050 45650 23625
7600 42450 106150 45650 23625
7700 42375 106175 45650 23575
7800 42250 106200 45600 23575
7900 42000 106150 45600 23575
8000 41975 106200 45600 23625
8100 41950 106275 45600 23650
8200 41875 106325 45600 23650
8300 41850 106325 45600 23650
8400 41850 106325 45650 23625
8500 41825 106400 45650 23625
8600 41800 106400 45650 23575
8700 41775 106450 45650 23575
8800 41750 106475 45600 23550
8900 41750 106475 45550 23525
9000 41775 106500 45650 23550
9100 41775 106550 45700 23600
9200 41725 106600 45800 23600
9300 41725 106625 45900 23550
9400 41650 106675 46025 23575
9500 41625 106675 46025 23575
9600 41650 106700 46025 23575
9700 41650 106725 46025 23575
9800 41625 106750 46075 23550
9900 41600 106750 46075 23525
10000 41525 106775 46075 23550
10100 41500 106800 46075 23550
10200 41525 106775 46075 23600
10300 41550 106750 46025 23625
10400 41525 106825 46025 23625
10500 41500 106900 45975 23625
10600 41475 106900 46025 23625
10700 41425 106975 46025 23625
10800 41425 107025 46075 23625
10900 41375 107025 46175 23650
11000 41375 106975 46175 23650
11100 41325 107075 46175 23650
11200 41325 107150 46175 23675
11300 41275 107200 46175 23675
11400 41225 107200 46175 23675
11500 41200 107200 46175 23675
11600 41200 107175 46175 23675
11700 41175 107200 46175 23675
11800 41125 107250 46175 23700
11900 41100 107325 46125 23700
12000 41100 107325 46075 23700
12100 41025 107375 46100 23675
12200 40950 107475 46125 23625
12300 40825 107525 46125 23600
12400 40650 107575 46125 23575
12500 40625 107600 46100 23625
12600 40600 107650 46075 23650
12700 40600 107650 46050 23650
12800 40550 107675 46025 23675
12900 40525 107650 46000 23675
13000 40525 107650 45975 23675
13100 40475 107675 45975 23650
13200 40400 107700 45975 23650
13300 40350 107675 45975 23650
13400 40300 107725 45975 23675
13500 40300 107725 45975 23675
13600 40275 107725 46000 23675
13700 40275 107800 46025 23750
13800 40275 107750 45975 23775
13900 40275 107775 46025 23775
14000 40275 107775 46025 23800
14100 40275 107800 46025 23825
14200 40250 107775 46025 23800
14300 40250 107775 46075 23800
14400 40225 107800 46075 23800
14500 40225 107850 46075 23800
14600 40225 107850 46175 23775
14700 40200 107925 46225 23750
14800 40200 107950 46325 23750
14900 40175 108000 46400 23800
15000 40175 108050 46400 23775
15100 40175 108050 46450 23750
15200 40175 108050 46450 23750
15300 40175 108100 46450 23750
15400 40150 108175 46450 23750
15500 40100 108200 46400 23750
15600 40100 108225 46400 23750
15700 40050 108250 46400 23750
15800 40000 108250 46400 23750
15900 39950 108275 46400 23750
16000 39925 108225 46425 23750
16100 39875 108225 46400 23800
16200 39875 108275 46400 23800
16300 39875 108275 46400 23800
16400 39875 108300 46400 23800
16500 39850 108300 46400 23800
16600 39850 108325 46400 23800
16700 39825 108325 46450 23750
16800 39800 108325 46450 23750
16900 39775 108350 46400 23750
17000 39775 108325 46400 23750
17100 39775 108325 46400 23750
17200 39775 108325 46425 23800
17300 39775 108350 46475 23800
17400 39775 108325 46450 23800
17500 39775 108350 46425 23800
17600 39750 108375 46350 23800
17700 39750 108375 46350 23800
17800 39725 108475 46350 23800
17900 39675 108550 46350 23800
18000 39675 108575 46400 23800
18100 39675 108625 46350 23800
18200 39675 108650 46350 23850
18300 39650 108650 46325 23850
18400 39675 108650 46350 23850
18500 39675 108650 46400 23850
18600 39700 108600 46400 23850
18700 39675 108600 46450 23850
18800 39675 108625 46450 23850
