# gr0gr1_gb gr0gr2_gb gr0gr3_gb gr1gr2_gb gr1gr3_gb gr2gr3_gb total
5 20 25 15 20 35 120
40 45 45 35 35 40 240
45 55 50 50 45 55 300
55 60 55 60 55 60 345
55 60 55 60 55 60 345
55 55 50 65 60 60 345
55 55 50 65 60 60 345
55 50 45 65 60 55 330
55 50 45 65 60 55 330
55 55 50 65 60 60 345
55 55 50 60 55 55 330
55 60 55 60 55 60 345
55 60 55 60 55 60 345
55 60 55 60 55 60 345
55 60 55 55 50 55 330
55 60 55 60 55 60 345
60 60 60 65 65 65 375
65 60 65 65 70 65 390
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 65 70 65 390
65 60 65 65 70 65 390
70 65 65 70 70 65 405
70 65 65 65 65 60 390
70 65 65 65 65 60 390
70 65 65 65 65 60 390
70 65 65 65 65 60 390
70 65 65 65 65 60 390
70 65 65 65 65 60 390
70 65 65 65 65 60 390
70 65 65 65 65 60 390
75 70 65 70 65 60 405
75 70 65 70 65 60 405
75 70 65 65 60 55 390
75 70 65 65 60 55 390
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
70 70 60 65 55 55 375
75 70 65 65 60 55 390
75 70 65 60 55 50 375
75 65 60 60 55 45 360
75 65 60 65 60 50 375
70 60 60 60 60 50 360
70 60 60 60 60 50 360
65 60 55 60 55 50 345
65 60 55 60 55 50 345
65 60 55 65 60 55 360
65 65 60 70 65 65 390
65 65 60 70 65 65 390
65 65 60 70 65 65 390
65 65 60 70 65 65 390
65 65 60 70 65 65 390
65 65 60 70 65 65 390
65 65 60 70 65 65 390
60 65 55 70 60 65 375
60 65 55 70 60 65 375
60 65 55 70 60 65 375
60 65 55 70 60 65 375
60 65 55 70 60 65 375
60 65 55 70 60 65 375
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 75 65 65 55 70 390
65 75 70 65 60 70 405
65 75 70 60 55 65 390
65 75 70 60 55 65 390
65 75 70 65 60 70 405
65 75 70 65 60 70 405
65 70 65 65 60 65 390
65 70 65 65 60 65 390
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 55 45 50 330
60 65 55 55 45 50 330
60 65 55 55 45 50 330
60 65 55 55 45 50 330
60 65 55 55 45 50 330
60 65 55 55 45 50 330
60 65 55 55 45 50 330
60 65 55 55 45 50 330
60 65 55 55 45 50 330
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 60 50 55 345
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 65 55 65 55 60 360
55 65 50 65 50 60 345
55 65 50 65 50 60 345
60 65 55 65 55 60 360
60 65 55 65 55 60 360
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 70 60 70 390
60 70 60 70 60 70 390
60 75 65 70 60 75 405
60 75 65 70 60 75 405
60 75 65 70 60 75 405
60 75 65 65 55 70 390
60 75 65 65 55 70 390
60 75 65 60 50 65 375
60 75 65 60 50 65 375
60 75 65 60 50 65 375
60 75 65 60 50 65 375
60 70 60 60 50 60 360
60 70 60 60 50 60 360
60 70 60 60 50 60 360
60 70 60 60 50 60 360
60 70 60 60 50 60 360
60 70 60 60 50 60 360
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
60 70 60 65 55 65 375
55 65 60 60 55 65 360
55 65 60 60 55 65 360
55 65 60 60 55 65 360
55 65 60 60 55 65 360
55 65 60 60 55 65 360
55 65 60 60 55 65 360
55 65 60 60 55 65 360
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
60 65 65 60 60 65 375
60 65 65 60 60 65 375
55 60 65 55 60 65 360
55 60 65 55 60 65 360
55 60 65 55 60 65 360
55 60 65 55 60 65 360
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 55 55 55 55 60 330
50 50 50 55 55 55 315
50 50 50 55 55 55 315
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 50 50 45 285
50 45 45 45 45 40 270
50 45 45 45 45 40 270
50 45 45 45 45 40 270
50 45 45 45 45 40 270
45 45 40 45 40 40 255
45 45 40 45 40 40 255
45 45 40 45 40 40 255
45 45 40 45 40 40 255
45 45 40 45 40 40 255
45 45 40 50 45 45 270
45 50 45 50 45 50 285
45 50 45 50 45 50 285
45 50 45 50 45 50 285
45 50 45 50 45 50 285
45 50 45 50 45 50 285
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 50 50 50 300
50 50 50 45 45 45 285
50 50 50 45 45 45 285
50 50 50 45 45 45 285
50 50 50 45 45 45 285
45 45 50 40 45 45 270
45 45 50 40 45 45 270
45 45 50 40 45 45 270
45 45 50 40 45 45 270
45 45 50 40 45 45 270
45 45 50 40 45 45 270
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 50 55 40 45 50 285
45 55 60 40 45 55 300
45 55 60 45 50 60 315
45 55 60 45 50 60 315
45 55 60 45 50 60 315
45 55 60 45 50 60 315
45 55 60 45 50 60 315
45 55 60 45 50 60 315
45 55 60 45 50 60 315
45 50 55 45 50 55 300
45 50 55 45 50 55 300
45 50 55 45 50 55 300
45 50 55 50 55 60 315
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 55 60 70 345
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
45 55 60 50 55 65 330
