# gr0gr1_gb gr0gr2_gb gr0gr3_gb gr1gr2_gb gr1gr3_gb gr2gr3_gb total
30 0 30 30 60 30 180
45 35 40 50 55 45 270
65 50 55 70 75 60 375
65 55 60 70 75 65 390
50 45 55 50 60 55 315
50 45 55 50 60 55 315
50 45 55 50 60 55 315
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 60 60 70 70 70 390
55 65 60 70 65 75 390
70 70 60 80 70 70 420
70 70 60 80 70 70 420
70 75 65 80 70 75 435
70 70 60 80 70 70 420
70 70 60 80 70 70 420
70 75 65 80 70 75 435
70 75 65 70 60 65 405
65 75 60 60 45 55 360
65 75 60 60 45 55 360
65 75 60 60 45 55 360
65 75 60 60 45 55 360
65 75 60 60 45 55 360
65 75 60 60 45 55 360
55 65 60 50 45 55 330
55 65 60 50 45 55 330
55 65 60 50 45 55 330
60 65 65 50 50 55 345
55 65 60 50 45 55 330
45 55 60 40 45 55 300
50 55 65 50 60 65 345
50 55 65 50 60 65 345
50 55 65 50 60 65 345
45 55 60 50 55 65 330
45 55 60 50 55 65 330
50 55 65 50 60 65 345
50 55 65 50 60 65 345
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 55 60 60 65 55 360
65 55 60 70 75 65 390
65 55 60 70 75 65 390
65 55 60 70 75 65 390
65 55 60 70 75 65 390
65 55 60 70 75 65 390
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
70 55 65 60 70 55 375
65 50 65 55 70 55 360
70 55 65 60 70 55 375
70 55 65 60 70 55 375
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
60 55 55 60 60 55 345
60 55 55 70 70 65 375
60 55 55 70 70 65 375
60 55 55 70 70 65 375
60 55 55 70 70 65 375
60 60 60 70 70 70 390
55 60 55 70 65 70 375
55 60 55 70 65 70 375
55 60 55 70 65 70 375
55 65 60 70 65 75 390
55 65 60 70 65 75 390
55 65 60 70 65 75 390
55 65 60 70 65 75 390
55 65 60 70 65 75 390
60 70 70 70 70 80 420
70 75 65 80 70 75 435
70 75 65 80 70 75 435
70 75 65 80 70 75 435
70 75 65 80 70 75 435
70 75 65 80 70 75 435
70 75 65 80 70 75 435
70 75 65 80 70 75 435
70 70 60 80 70 70 420
70 70 60 80 70 70 420
70 70 60 80 70 70 420
70 70 60 80 70 70 420
70 70 60 80 70 70 420
70 70 60 80 70 70 420
65 70 55 80 65 70 405
65 70 55 80 65 70 405
65 70 55 70 55 60 375
65 75 60 70 55 65 390
65 75 60 70 55 65 390
65 75 60 70 55 65 390
65 75 60 70 55 65 390
65 75 60 65 50 60 375
65 75 60 65 50 60 375
65 75 60 65 50 60 375
65 75 60 60 45 55 360
65 75 60 60 45 55 360
65 75 60 60 45 55 360
65 75 60 60 45 55 360
70 75 65 60 50 55 375
70 75 65 60 50 55 375
70 75 65 60 50 55 375
70 75 65 60 50 55 375
70 75 65 60 50 55 375
70 75 65 60 50 55 375
70 75 65 60 50 55 375
60 65 65 50 50 55 345
60 65 65 50 50 55 345
60 65 65 50 50 55 345
60 65 65 50 50 55 345
60 65 65 50 50 55 345
60 65 65 50 50 55 345
60 65 65 50 50 55 345
60 65 65 50 50 55 345
60 65 65 50 50 55 345
55 65 60 50 45 55 330
55 65 60 60 55 65 360
55 65 60 60 55 65 360
55 65 60 60 55 65 360
50 60 60 55 55 65 345
50 65 65 55 55 70 360
50 65 65 55 55 70 360
45 60 65 50 55 70 345
40 60 60 50 50 70 330
40 60 60 50 50 70 330
40 60 60 50 50 70 330
40 60 60 50 50 70 330
40 60 60 50 50 70 330
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
45 60 65 50 55 70 345
60 70 70 60 60 70 390
60 70 70 60 60 70 390
60 60 60 60 60 60 360
60 60 60 60 60 60 360
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 60 65 60 65 60 375
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 60 65 55 360
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 55 60 50 55 45 330
65 60 65 50 55 50 345
65 60 65 50 55 50 345
65 60 65 50 55 50 345
65 60 65 50 55 50 345
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 50 60 50 360
70 60 70 55 65 55 375
70 60 70 55 65 55 375
70 60 70 55 65 55 375
70 60 70 55 65 55 375
70 60 70 55 65 55 375
65 55 70 50 65 55 360
60 50 70 45 65 55 345
60 50 70 50 70 60 360
60 50 70 50 70 60 360
60 50 70 50 70 60 360
60 50 70 50 70 60 360
60 45 65 50 70 55 345
60 45 65 50 70 55 345
60 45 65 50 70 55 345
60 45 65 50 70 55 345
60 45 65 50 70 55 345
