time,dt,gr0_area,gr1_area,gr2_area,gr3_area,gr4_area,gr5_area
39393.75,37.5,4607557.0446462,3727026.2477521,8684080.1240397,8034927.0750409,0,0
39431.25,37.5,4607536.6198196,3727114.1720701,8683900.7305593,8035052.5084111,0,0
39468.75,37.5,4607514.7095078,3727185.87541,8683761.3961797,8035151.8988899,0,0
39506.25,37.5,4607474.0875962,3727265.3185723,8683628.1527158,8035251.0031601,0,0
39543.75,37.5,4607423.135861,3727351.9202593,8683497.6930856,8035340.454464,0,0
39581.25,37.5,4607383.2737493,3727448.8014882,8683350.8787377,8035416.9368275,0,0
39618.75,37.5,4607381.4271463,3727561.0259398,8683159.3420001,8035479.6813052,0,0
39656.25,37.5,4607420.1438564,3727695.8518122,8682916.6385844,8035530.0042592,0,0
39731.25,75,4607586.6362196,3728044.8932604,8682292.8064546,8035607.6474266,0,0
39806.25,75,4607858.0398091,3728440.0551768,8681562.5920431,8035666.6516619,0,0
39881.25,75,4608201.8762702,3728828.2814189,8680816.9624141,8035713.4206052,0,0
39956.25,75,4608586.1740628,3729168.8000092,8680119.1008803,8035741.2325344,0,0
40031.25,75,4608987.3966613,3729433.7403899,8679517.0427464,8035737.1590195,0,0
40106.25,75,4609391.2320795,3729616.0512534,8679032.8631698,8035689.3776354,0,0
40181.25,75,4609783.609135,3729729.0601903,8678673.4225483,8035586.1395052,0,0
40256.25,75,4610148.0630342,3729795.3041168,8678445.9467275,8035417.9971631,0,0
40331.25,75,4610483.386833,3729836.3780079,8678335.4375956,8035184.4181671,0,0
40406.25,75,4610792.3428601,3729869.8189061,8678314.6543018,8034899.3010392,0,0
40481.25,75,4611075.4424632,3729909.9469438,8678349.3682933,8034584.6785417,0,0
40556.25,75,4611334.6529841,3729966.534866,8678400.6828448,8034259.5588103,0,0
40631.25,75,4611567.6967093,3730046.2959185,8678439.0350102,8033937.409249,0,0
40706.25,75,4611765.3695902,3730139.8133096,8678468.7609574,8033630.7587381,0,0
40781.25,75,4611922.2409667,3730177.9614254,8678555.5743115,8033354.1310892,0,0
40856.25,75,4612018.7128425,3730151.3206512,8678724.0938447,8033111.3203978,0,0
40931.25,75,4612063.1423202,3730106.5595216,8678918.8262737,8032901.4953235,0,0
41006.25,75,4612080.0705967,3730073.4815801,8679099.6102176,8032724.2929457,0,0
41043.75,37.5,4612091.3051312,3730065.8222723,8679162.9063982,8032648.894434,0,0
41081.25,37.5,4612116.4522039,3730066.1788994,8679188.0524541,8032583.6114612,0,0
41118.75,37.5,4612151.6964868,3730075.1362007,8679182.2021737,8032529.3763247,0,0
41193.75,75,4612277.2037826,3730111.4376926,8679076.3092904,8032454.539698,0,0
41268.75,75,4612426.854009,3730165.6513061,8678891.0190928,8032423.0398451,0,0
41343.75,75,4612532.1716579,3730227.3983095,8678698.2341633,8032431.6231212,0,0
41418.75,75,4612583.4214689,3730274.6402804,8678543.9502545,8032477.3134803,0,0
41493.75,75,4612610.8821303,3730274.6772659,8678450.0978824,8032549.0327882,0,0
41568.75,75,4612635.4783469,3730192.2217861,8678444.6694119,8032629.2920141,0,0
41643.75,75,4612674.6820301,3729951.4312706,8678593.9558217,8032710.6384946,0,0
41681.25,37.5,4612703.1628154,3729737.3576731,8678754.7079524,8032753.7350213,0,0
41718.75,37.5,4612740.0989422,3729462.2636172,8678967.8103074,8032795.5863554,0,0
41793.75,75,4612852.5864043,3728857.4596676,8679445.850829,8032863.9015502,0,0
41868.75,75,4613024.3255875,3728278.985813,8679871.3301943,8032880.5166218,0,0
41943.75,75,4613249.2744634,3727826.8868722,8680141.7948572,8032813.7114006,0,0
42018.75,75,4613522.6708994,3727565.6320249,8680216.4623812,8032665.3589489,0,0
42093.75,75,4613855.5088546,3727486.6952361,8680102.84002,8032469.1336685,0,0
42168.75,75,4614258.9914062,3727570.2736929,8679798.9401885,8032255.1723506,0,0
42206.25,37.5,4614488.3855064,3727682.3722349,8679561.1355645,8032145.5650872,0,0
42243.75,37.5,4614732.890355,3727856.0451894,8679245.3845066,8032037.0065916,0,0
42281.25,37.5,4614987.6143901,3728098.8099354,8678849.0624114,8031932.4643073,0,0
42318.75,37.5,4615246.5801392,3728412.1455822,8678388.2187681,8031830.8057464,0,0
42393.75,75,4615741.5575301,3729151.6949876,8677421.121511,8031625.393701,0,0
42468.75,75,4616198.2756312,3729857.026638,8676563.9732785,8031393.950553,0,0
42506.25,37.5,4616416.8214586,3730172.7197184,8676194.1935879,8031258.4405846,0,0
42543.75,37.5,4616632.26421,3730458.8257655,8675866.8225813,8031103.2127808,0,0
42618.75,75,4617035.4959378,3730976.083848,8675323.4215193,8030748.5751282,0,0
42693.75,75,4617382.2645061,3731451.6375508,8674922.8696233,8030360.1601379,0,0
42768.75,75,4617664.745622,3731888.0655696,8674647.0814332,8029969.4929117,0,0
42806.25,37.5,4617784.2478192,3732088.7008041,8674548.5721809,8029777.01498,0,0
42843.75,37.5,4617896.6905779,3732276.0443633,8674465.8359912,8029587.111567,0,0
42881.25,37.5,4618020.2889919,3732448.3605615,8674374.9931939,8029397.7558404,0,0
42918.75,37.5,4618154.4558566,3732603.2232798,8674267.7472349,8029206.1141136,0,0
42956.25,37.5,4618311.1769554,3732757.3706933,8674135.958171,8029005.6235576,0,0
42993.75,37.5,4618471.4434884,3732933.7608268,8673989.1811491,8028791.5082967,0,0
43031.25,37.5,4618605.7444973,3733142.7047993,8673856.2443086,8028560.540341,0,0
43068.75,37.5,4618699.2785551,3733383.0603983,8673761.3281557,8028312.2814215,0,0
43143.75,75,4618806.9922061,3733921.5508095,8673639.3977051,8027793.6347503,0,0
43181.25,37.5,4618830.0848965,3734209.6594016,8673599.9212299,8027531.8636919,0,0
43218.75,37.5,4618835.0442472,3734506.4882629,8673573.3928881,8027268.0119757,0,0
43293.75,75,4618809.4814315,3735112.7514305,8673556.0991255,8026748.8346025,0,0
43331.25,37.5,4618787.5304465,3735421.332871,8673555.4309168,8026498.4028581,0,0
43368.75,37.5,4618766.7322415,3735735.322943,8673547.4924067,8026251.285991,0,0
43406.25,37.5,4618753.8925996,3736052.4764213,8673523.35026,8026001.0830477,0,0
43443.75,37.5,4618755.6706009,3736363.4092359,8673483.4728093,8025744.3736091,0,0
43481.25,37.5,4618760.2810686,3736656.8312131,8673449.2352332,8025484.3294129,0,0
43518.75,37.5,4618738.4615446,3736930.8898384,8673450.2465478,8025226.3221349,0,0
43556.25,37.5,4618687.6320546,3737201.5157314,8673483.41513,8024969.3254713,0,0
43593.75,37.5,4618612.7023525,3737492.5330531,8673529.4997867,8024708.5237279,0,0
43631.25,37.5,4618517.126421,3737819.1573114,8673567.0219728,8024444.9617938,0,0
43668.75,37.5,4618405.17316,3738181.0249306,8673581.8694065,8024185.3202344,0,0
43687.5,18.75,4618344.723339,3738373.9342599,8673580.6571545,8024054.7204086,0,0
43706.25,18.75,4618282.9299319,3738570.0420764,8673576.8519308,8023920.8091307,0,0
43743.75,37.5,4618170.9275474,3738952.7926038,8673534.1339181,8023650.7079646,0,0
43781.25,37.5,4618099.3440883,3739300.9992779,8673442.3697765,8023396.4967628,0,0
43818.75,37.5,4618081.6075186,3739603.5568116,8673332.3369154,8023165.8162892,0,0
43856.25,37.5,4618122.3642048,3739867.0592615,8673199.8274028,8022960.0587932,0,0
43893.75,37.5,4618223.2367862,3740114.1579367,8673011.294309,8022776.6987631,0,0
43931.25,37.5,4618339.6656757,3740397.4118138,8672759.0257132,8022618.5576833,0,0
43968.75,37.5,4618433.6974902,3740711.607087,8672472.0913585,8022489.5751401,0,0
44006.25,37.5,4618475.5624121,3741058.2515105,8672175.2624292,8022384.0326905,0,0
44043.75,37.5,4618453.2014572,3741440.150318,8671882.6530021,8022292.0895368,0,0
44062.5,18.75,4618420.4786857,3741646.2446233,8671740.1080928,8022245.9972883,0,0
44081.25,18.75,4618377.860517,3741862.6018262,8671600.0969786,8022197.3617715,0,0
44118.75,37.5,4618289.9653538,3742324.4172768,8671295.3382911,8022102.608979,0,0
44156.25,37.5,4618213.9861433,3742821.6693611,8670937.3029276,8022020.5887903,0,0
44193.75,37.5,4618143.0272512,3743326.3938002,8670566.2044704,8021961.8345899,0,0
44231.25,37.5,4618062.600425,3743826.8298468,8670196.8929123,8021928.5459433,0,0
44268.75,37.5,4617971.3504667,3744304.6829723,8669826.6056207,8021925.8789654,0,0
44306.25,37.5,4617880.6129584,3744736.0417635,8669464.1189871,8021948.1813006,0,0
44343.75,37.5,4617813.0350778,3745104.8062559,8669113.1640702,8021990.6426954,0,0
44381.25,37.5,4617784.237781,3745410.1985078,8668775.7127889,8022053.7590724,0,0
44418.75,37.5,4617796.3135174,3745677.8887728,8668433.6032373,8022133.7906075,0,0
44456.25,37.5,4617842.9311544,3745925.7659539,8668078.7677439,8022222.4803081,0,0
44493.75,37.5,4617903.6630184,3746161.3148683,8667714.7549282,8022321.8455036,0,0
44531.25,37.5,4617965.0109915,3746382.7194667,8667349.0936538,8022434.2398938,0,0
44568.75,37.5,4618038.9368018,3746578.37256,8666983.0647096,8022550.7333883,0,0
44606.25,37.5,4618142.1000018,3746745.9805141,8666608.2521475,8022662.4478856,0,0
44643.75,37.5,4618276.6796053,3746892.9261453,8666219.176781,8022771.8425305,0,0
44681.25,37.5,4618430.5642138,3747024.8420958,8665827.5513623,8022885.1474314,0,0
44718.75,37.5,4618587.2712257,3747149.1648342,8665447.4281689,8023003.8132772,0,0
44756.25,37.5,4618732.3274108,3747274.6477517,8665082.5142737,8023127.1761,0,0
44793.75,37.5,4618855.838461,3747402.6618928,8664729.3007479,8023260.4757601,0,0
44831.25,37.5,4618969.9130944,3747528.8488008,8664379.2989557,8023395.8850805,0,0
44850,18.75,4619027.1576987,3747589.078005,8664202.9610638,8023461.720027,0,0
44868.75,18.75,4619086.2055188,3747646.0040313,8664024.359001,8023525.040194,0,0
44906.25,37.5,4619207.140196,3747767.8457256,8663647.8962745,8023641.5468431,0,0
44943.75,37.5,4619332.2470066,3747904.1324709,8663253.6248478,8023743.0528513,0,0
44981.25,37.5,4619467.8890296,3748047.4857705,8662854.9383524,8023834.9021684,0,0
45018.75,37.5,4619621.870282,3748175.7358049,8662457.5088329,8023932.323479,0,0
45056.25,37.5,4619795.094079,3748280.5414295,8662057.0473563,8024048.8897086,0,0
45093.75,37.5,4619988.2109616,3748374.6641715,8661643.9740463,8024173.220974,0,0
45131.25,37.5,4620198.5280211,3748498.43591,8661189.7938002,8024288.2265883,0,0
45168.75,37.5,4620423.6970796,3748650.3805613,8660698.6038014,8024394.0926468,0,0
45206.25,37.5,4620660.9749346,3748804.2783007,8660184.6723274,8024507.9989873,0,0
45243.75,37.5,4620906.524834,3748945.4010221,8659643.6167308,8024655.9129691,0,0
45318.75,75,4621382.8531351,3749191.0753214,8658595.7636035,8025000.0834156,0,0
45393.75,75,4621778.3448464,3749469.6884083,8657651.0650846,8025331.6656773,0,0
45468.75,75,4622072.3744064,3749781.3792991,8656854.3448404,8025614.577605,0,0
45543.75,75,4622291.486756,3750085.221642,8656186.8093299,8025875.1639618,0,0
45618.75,75,4622504.2970308,3750353.0171686,8655560.22519,8026123.0423696,0,0
45693.75,75,4622755.7164217,3750573.9784735,8654945.1230751,8026325.1223605,0,0
45768.75,75,4623064.8572133,3750794.9471738,8654278.0080319,8026481.2604031,0,0
45806.25,37.5,4623244.6890525,3750921.1821729,8653906.0841517,8026546.1583648,0,0
45843.75,37.5,4623437.249082,3751060.5419592,8653510.5375734,8026609.1469355,0,0
45881.25,37.5,4623622.3162904,3751202.2665222,8653112.2615036,8026676.0085301,0,0
45918.75,37.5,4623766.846321,3751332.3127601,8652764.217475,8026748.962719,0,0
45956.25,37.5,4623855.3778031,3751436.0940699,8652494.9173524,8026823.9843561,0,0
45993.75,37.5,4623903.5479813,3751506.2025048,8652287.9941033,8026895.7997203,0,0
46031.25,37.5,4623945.2493175,3751550.6228433,8652110.527733,8026964.3361166,0,0
46068.75,37.5,4623992.3966482,3751589.7172072,8651937.1007871,8027036.6795259,0,0
46106.25,37.5,4624046.1700044,3751634.0725661,8651754.4526142,8027122.3620076,0,0
46143.75,37.5,4624100.4823686,3751682.9032121,8651565.3836047,8027226.3867909,0,0
46181.25,37.5,4624134.4485319,3751728.8657114,8651393.7760569,8027345.9652627,0,0
46218.75,37.5,4624134.1088548,3751763.9269183,8651257.7335865,8027473.7893897,0,0
46256.25,37.5,4624088.5046515,3751775.358507,8651176.2301566,8027603.8030565,0,0
46293.75,37.5,4624016.0088674,3751752.0007013,8651137.2086192,8027731.9641981,0,0
46331.25,37.5,4623947.5974677,3751692.2593774,8651110.7510905,8027858.8691472,0,0
46368.75,37.5,4623902.1182766,3751603.7083244,8651076.2719038,8027991.9287359,0,0
