time,dt,gr0_area,gr1_area,gr2_area,gr3_area,gr4_area,gr5_area
125025,1200,8441765.2654122,7976355.8764084,4431343.3503427,4166442.6075636,0,0
126225,1200,8490306.4316593,8024933.8313365,4382958.9454914,4117706.2386284,0,0
127425,1200,8538865.5027898,8073523.2670787,4334558.6486554,4068956.2620816,0,0
128625,1200,8587443.0526261,8122125.9135659,4286141.6699987,4020190.743277,0,0
129825,1200,8636038.0070758,8170747.5250528,4237701.8667242,3971411.6653036,0,0
131025,1200,8684649.5792989,8219391.7695798,4189234.3851497,3922621.2925176,0,0
132225,1200,8733277.4314689,8268059.0953692,4140735.1383548,3873822.8275778,0,0
133425,1200,8781922.0700397,8316750.6812532,4092196.6541231,3825022.1320486,0,0
134625,1200,8830585.6428268,8365467.853255,4043617.6941193,3776217.7646743,0,0
135825,1200,8879273.7653976,8414209.5665897,3995000.1391075,3727403.1831546,0,0
137025,1200,8927992.178982,8462976.0576383,3946344.5985697,3678571.1794974,0,0
138225,1200,8976744.184753,8511772.0170338,3897650.6010238,3629714.5427991,0,0
139425,1200,9025531.9954661,8560603.7719893,3848916.9417534,3580826.2687143,0,0
140625,1200,9074356.4403002,8609475.366278,3800134.0223904,3531910.3229028,0,0
141825,1200,9123218.5027945,8658392.0528596,3751289.5183037,3482972.6537753,0,0
143025,1200,9172123.8091421,8707358.0102563,3702378.4999467,3434008.9010603,0,0
144225,1200,9221083.5380002,8756375.3894683,3653393.5572029,3385012.289488,0,0
145425,1200,9270110.0152308,8805456.5508995,3604322.6618105,3335971.2110445,0,0
146625,1200,9319219.8156137,8854621.3275592,3555149.4220202,3286867.2902548,0,0
147825,1200,9368431.4360706,8903888.6165212,3505844.9432893,3237691.2418146,0,0
149025,1200,9417768.1559556,8953288.9717746,3456376.9075091,3188420.8530096,0,0
150225,1200,9467276.6206412,9002868.4188201,3406701.1577418,3139007.9051876,0,0
150825,600,9492295.0355425,9027935.652917,3381577.1907846,3114035.6027619,0,0
151425,600,9517453.62358,9053150.8225237,3356296.2747525,3088926.6741557,0,0
152625,1200,9567865.0602371,9103570.1419318,3305666.7584766,3038722.2823302,0,0
153225,600,9593578.3438799,9129092.9885196,3280002.920647,3013153.0247961,0,0
153825,600,9617467.7692397,9152130.117665,3256946.3775261,2989369.6132788,0,0
154125,300,9631206.4685763,9164891.1034598,3244148.5680835,2975660.8190071,0,0
154425,300,9646485.805193,9177867.545644,3231120.1490272,2960437.5561737,0,0
154725,300,9674643.6895877,9186863.2140202,3219802.4739449,2933672.0285536,0,0
