# Step gr0 gr1 gr2 gr3 
500 47850 106850 47375 26500
600 47800 106750 47325 26425
700 47725 106750 47325 26425
800 47700 106750 47325 26425
900 47725 106725 47325 26425
1000 47500 106700 47025 25975
1100 47475 106450 46775 25975
1200 47500 106425 46775 25975
1300 47500 106425 46775 25950
1400 47400 106300 46775 25925
1500 47400 106300 46775 25925
1600 47325 106325 46775 25925
1700 47275 106025 46525 25925
1800 47250 106025 46475 25925
1900 47225 106050 46375 25875
2000 47250 106050 46375 25875
2100 47200 105975 46375 25825
2200 47125 105750 46175 25775
2300 47075 105775 46125 25775
2400 47100 105800 46125 25775
2500 47000 105775 46025 25725
2600 46975 105725 45975 25675
2700 46900 105600 45975 25675
2800 46775 105325 45725 25575
2900 45725 103525 44425 23525
3000 45550 103575 44275 23400
3100 45525 103575 44225 23325
3200 45500 103575 44225 23225
3300 45575 103525 44225 23225
3400 45525 103525 44175 23225
3500 45550 103525 44175 23200
3600 45575 103550 44175 23200
3700 45600 103550 44175 23200
3800 45600 103575 44175 23200
3900 45600 103600 44175 23200
4000 45600 103650 44175 23200
4100 45600 103475 44025 23200
4200 45575 103450 43975 23200
4300 45575 103475 43975 23200
4400 45550 103475 43925 23200
4500 45500 103525 43925 23200
4600 45450 103525 43925 23150
4700 45475 103475 43875 23150
4800 45475 103475 43875 23150
4900 45450 103450 43875 23150
5000 45450 103450 43875 23150
5100 45450 103475 43825 23125
5200 45475 103500 43825 23100
5300 45475 103500 43825 23100
5400 45475 103525 43825 23100
5500 45475 103550 43825 23100
5600 45450 103550 43825 23100
5700 45450 103575 43825 23100
5800 45425 103525 43825 23100
5900 45425 103550 43825 23100
6000 45450 103550 43825 23125
6100 45425 103550 43825 23125
6200 45425 103550 43800 23125
6300 45425 103550 43850 23125
6400 45375 103600 43825 23125
6500 45350 103625 43825 23125
6600 45350 103625 43825 23125
6700 45325 103600 43825 23125
6800 45325 103625 43825 23125
6900 45325 103625 43825 23125
7000 45325 103650 43825 23125
7100 45325 103650 43825 23125
7200 45325 103675 43825 23125
7300 45300 103675 43825 23125
7400 45250 103625 43825 23125
7500 45225 103650 43825 23125
7600 45200 103725 43825 23125
7700 45250 103725 43825 23125
7800 45225 103725 43825 23125
7900 45225 103725 43825 23125
8000 45250 103750 43825 23150
8100 45225 103750 43825 23150
8200 45225 103775 43825 23150
8300 45250 103775 43825 23150
8400 45250 103825 43825 23150
8500 45250 103825 43825 23150
8600 45250 103825 43850 23150
8700 45250 103875 43875 23150
8800 45225 103875 43875 23175
8900 45225 103875 43875 23175
9000 45200 103875 43875 23175
9100 45225 103925 43875 23175
9200 45225 103925 43875 23175
9300 45225 103925 43875 23175
9400 45225 103925 43875 23175
9500 45225 103925 43925 23175
9600 45225 103925 43925 23175
9700 45200 103925 43925 23175
9800 45200 103950 43925 23175
9900 45200 103950 43925 23175
10000 45200 103975 43925 23175
10100 45175 103975 43925 23175
10200 45175 103975 43925 23175
10300 45175 103975 43925 23175
10400 45175 103975 43925 23175
10500 45175 103975 43925 23175
10600 45150 103950 43925 23175
10700 45150 103925 43925 23175
10800 45150 103925 43925 23175
10900 45150 103950 43925 23175
11000 45150 103975 43925 23175
11100 45150 104025 43925 23175
11200 45150 104050 43925 23200
11300 45100 104025 43900 23200
11400 45100 104050 43925 23200
11500 45075 104050 43925 23200
11600 45075 104050 43925 23200
11700 45075 104050 43925 23200
11800 45075 104025 43925 23200
11900 45050 104025 43925 23225
12000 45025 104025 43925 23225
12100 45025 104025 43925 23225
12200 45025 104025 43925 23225
12300 45000 104000 43925 23225
12400 45000 104000 43925 23225
12500 44975 104000 43925 23225
12600 44975 104000 43925 23225
12700 44975 104000 43925 23225
12800 44975 104000 43925 23225
12900 44975 104025 43925 23225
13000 44975 104025 43925 23225
13100 44975 104000 43925 23225
13200 44975 104025 43925 23225
13300 44975 104025 43925 23225
13400 44975 104025 43925 23225
13500 44975 104075 43925 23225
13600 44950 104075 43925 23225
13700 44950 104125 43925 23225
13800 44950 104125 43925 23225
13900 44950 104125 43925 23225
14000 44950 104125 43925 23225
14100 44925 104125 43925 23225
14200 44925 104125 43925 23225
14300 44975 104175 43925 23225
14400 44975 104200 43975 23225
14500 44950 104250 44025 23225
14600 44925 104300 44025 23225
14700 44925 104300 43975 23225
14800 44925 104300 43975 23250
14900 44925 104300 43975 23250
15000 44925 104300 43975 23250
15100 44925 104300 43975 23250
15200 44925 104300 43975 23200
15300 44925 104325 43975 23200
15400 44925 104325 43975 23200
15500 44900 104350 43975 23200
15600 44900 104375 43975 23225
15700 44900 104375 43975 23225
15800 44875 104375 43975 23225
15900 44875 104375 43975 23225
16000 44875 104375 43975 23225
16100 44875 104375 43975 23225
16200 44875 104375 43975 23225
16300 44875 104375 44025 23225
16400 44875 104425 43975 23225
16500 44875 104425 43975 23225
16600 44875 104425 43975 23225
16700 44850 104425 43975 23225
16800 44850 104425 43975 23225
16900 44850 104425 43975 23225
17000 44825 104425 43975 23225
17100 44825 104450 43975 23225
17200 44850 104475 43975 23225
17300 44850 104475 43975 23225
17400 44825 104475 43975 23225
17500 44800 104475 43975 23225
17600 44775 104475 43975 23225
17700 44725 104475 43975 23225
17800 44725 104475 43975 23225
17900 44725 104475 43975 23225
18000 44725 104475 43975 23225
18100 44725 104500 43975 23225
18200 44725 104500 44000 23225
18300 44725 104500 44025 23225
18400 44725 104500 44025 23225
18500 44725 104500 44075 23225
18600 44725 104500 44075 23225
18700 44725 104500 44075 23225
18800 44725 104525 44075 23225
18900 44725 104525 44075 23225
19000 44725 104525 44075 23250
19100 44725 104525 44075 23250
19200 44725 104525 44075 23250
19300 44725 104525 44075 23250
19400 44725 104525 44075 23250
19500 44725 104525 44075 23250
19600 44725 104525 44075 23250
19700 44725 104525 44075 23250
19800 44725 104550 44075 23275
19900 44750 104550 44075 23275
20000 44750 104550 44075 23275
20100 44750 104550 44025 23275
20200 44750 104575 44025 23275
20300 44750 104575 44025 23275
20400 44750 104575 44025 23275
20500 44750 104575 44025 23275
20600 44750 104575 44025 23275
20700 44750 104600 44025 23275
20800 44775 104600 44025 23275
20900 44775 104600 44025 23275
21000 44775 104625 44025 23275
21100 44775 104625 44025 23275
21200 44775 104650 44025 23275
21300 44800 104650 44025 23275
21400 44800 104700 44025 23275
21500 44800 104700 44025 23275
21600 44800 104725 44025 23275
21700 44800 104725 44025 23275
21800 44800 104775 44025 23275
21900 44800 104775 44025 23275
22000 44800 104800 44025 23275
22100 44800 104800 44025 23275
22200 44800 104825 44025 23275
22300 44800 104825 44025 23275
22400 44800 104825 44025 23275
22500 44800 104825 44050 23275
22600 44800 104825 44075 23275
22700 44800 104825 44075 23275
22800 44800 104825 44075 23275
22900 44825 104825 44075 23275
23000 44825 104825 44075 23275
23100 44825 104825 44075 23275
23200 44825 104825 44075 23275
23300 44825 104825 44075 23275
23400 44825 104825 44075 23275
23500 44825 104800 44075 23275
23600 44850 104800 44075 23275
23700 44850 104800 44075 23275
23800 44850 104850 44075 23300
23900 44850 104850 44075 23300
24000 44850 104850 44075 23300
24100 44825 104900 44075 23300
24200 44825 104900 44075 23300
24300 44800 104900 44025 23300
24400 44800 104875 44025 23300
24500 44800 104875 44025 23300
24600 44800 104875 44025 23325
24700 44800 104875 44025 23325
24800 44800 104875 44025 23325
24900 44800 104875 44025 23325
25000 44775 104875 44025 23325
25100 44775 104875 44025 23325
25200 44775 104875 44025 23325
25300 44800 104875 44025 23325
25400 44750 104875 44025 23325
25500 44750 104875 43975 23325
25600 44750 104875 43975 23325
25700 44700 104875 43975 23325
25800 44650 104875 43975 23300
25900 44650 104875 43975 23300
26000 44650 104875 43975 23275
26100 44650 104925 43975 23275
26200 44650 104925 43975 23275
26300 44650 104925 43975 23275
26400 44650 104925 43975 23275
26500 44650 104875 43975 23275
26600 44650 104875 43975 23275
26700 44625 104875 43975 23275
26800 44600 104875 43975 23275
26900 44600 104875 43975 23275
27000 44600 104875 43975 23275
27100 44600 104875 43975 23275
27200 44600 104875 44000 23275
27300 44600 104875 44075 23275
27400 44600 104850 44075 23275
27500 44600 104850 44075 23275
27600 44600 104850 44075 23275
27700 44600 104850 44075 23275
27800 44600 104850 44075 23275
27900 44575 104850 44075 23225
28000 44575 104850 44075 23225
28100 44575 104850 44075 23225
28200 44575 104850 44025 23225
28300 44575 104850 44025 23225
28400 44575 104850 44025 23225
28500 44575 104825 44025 23225
28600 44575 104825 44025 23225
28700 44575 104775 44025 23225
28800 44575 104775 44025 23225
28900 44575 104775 44025 23200
29000 44575 104775 44025 23200
29100 44575 104775 44025 23200
29200 44575 104775 44025 23275
