# Step gr0 gr1 gr2 gr3
500 62375 58075 54175 57875
600 62300 58075 54200 57900
700 62300 58100 54200 57925
800 62300 58100 54250 57925
900 62250 58100 54250 57925
1000 62250 58150 54250 57900
1100 62225 58150 54225 57875
1200 62175 58200 54200 57825
1300 62200 58175 54200 57825
1400 62175 58200 54250 57850
1500 62125 58275 54250 57875
1600 62075 58400 54225 57925
1700 62075 58400 54225 57950
1800 62050 58375 54200 57975
1900 62100 58375 54225 57975
2000 62100 58400 54200 58000
2100 62100 58400 54200 58000
2200 62125 58325 54200 57975
2300 62100 58325 54200 57975
2400 62100 58350 54175 57975
2500 62100 58325 54200 57975
2600 62075 58350 54225 58000
2700 62050 58375 54250 57950
2800 62050 58375 54250 57925
2900 62025 58350 54250 57950
3000 62025 58350 54300 57950
3100 62025 58400 54300 57950
3200 62000 58400 54300 57950
3300 62000 58450 54325 57925
3400 61950 58450 54375 57900
3500 61975 58450 54425 57850
3600 61925 58500 54425 57900
3700 61900 58525 54425 57900
3800 61900 58550 54425 57900
3900 61875 58575 54425 57950
4000 61900 58575 54425 57950
4100 61900 58600 54425 57950
4200 61925 58575 54425 58025
4300 61900 58575 54475 57975
4400 61850 58575 54450 57950
4500 61825 58575 54450 57950
4600 61825 58575 54450 57975
4700 61825 58575 54450 57950
4800 61775 58575 54425 57950
4900 61775 58575 54425 58000
5000 61800 58600 54425 58000
5100 61800 58700 54375 58000
5200 61800 58650 54350 57950
5300 61750 58625 54375 57925
5400 61750 58625 54375 57925
5500 61750 58650 54400 57950
5600 61800 58700 54375 58000
5700 61800 58750 54425 58000
5800 61825 58775 54450 58000
5900 61800 58800 54450 58000
6000 61800 58825 54425 57975
6100 61725 58825 54425 58000
6200 61725 58825 54425 58025
6300 61725 58800 54425 58000
6400 61725 58800 54400 57975
6500 61725 58775 54450 57975
6600 61700 58750 54450 57975
6700 61675 58750 54425 57950
6800 61650 58750 54425 57950
6900 61675 58750 54425 57925
7000 61675 58775 54425 57925
7100 61675 58800 54425 57950
7200 61675 58800 54425 57975
7300 61725 58750 54450 57975
7400 61725 58775 54450 57975
7500 61725 58775 54450 57925
7600 61725 58775 54475 57925
7700 61725 58825 54475 57900
7800 61675 58825 54475 57900
7900 61675 58825 54450 57900
8000 61675 58850 54450 57900
8100 61675 58800 54450 57900
8200 61675 58825 54450 57875
8300 61675 58850 54450 57850
8400 61675 58850 54450 57875
8500 61675 58825 54425 57900
8600 61650 58825 54425 57975
8700 61650 58825 54425 57975
8800 61625 58825 54425 58000
8900 61625 58825 54450 57975
9000 61625 58825 54475 57950
9100 61625 58825 54475 57950
9200 61625 58875 54450 57950
9300 61600 58875 54425 57900
9400 61600 58925 54425 57900
9500 61600 58925 54450 57900
9600 61650 58900 54475 57900
9700 61675 58900 54475 57925
9800 61625 58900 54475 57925
9900 61650 58875 54475 57900
10000 61600 58925 54500 57875
10100 61600 58950 54525 57875
10200 61625 58975 54500 57875
10300 61600 58975 54500 57825
10400 61600 58975 54500 57825
10500 61600 58950 54500 57850
10600 61575 58925 54525 57875
10700 61575 58925 54525 57875
10800 61625 58900 54525 57875
10900 61625 58900 54525 57950
11000 61625 58900 54550 57925
11100 61650 58975 54525 57900
11200 61675 58975 54525 57925
11300 61725 59050 54525 57950
11400 61725 59050 54525 57950
11500 61675 59000 54525 57975
11600 61700 59000 54525 57950
11700 61650 59025 54550 57950
11800 61650 59000 54550 57950
11900 61650 59025 54550 57950
12000 61650 59025 54525 57950
12100 61650 59025 54525 57950
12200 61625 59100 54475 57950
12300 61600 59125 54450 58000
12400 61575 59150 54450 58000
12500 61575 59175 54475 58000
12600 61575 59200 54475 58000
12700 61575 59200 54475 58000
12800 61575 59175 54450 58000
12900 61575 59200 54450 58000
13000 61575 59200 54450 58000
13100 61550 59200 54475 58000
13200 61550 59175 54500 57975
13300 61550 59150 54475 57975
13400 61550 59175 54525 57975
13500 61550 59200 54525 58000
13600 61550 59175 54475 58000
13700 61550 59150 54475 58025
13800 61550 59125 54475 58050
13900 61525 59125 54475 58075
14000 61525 59150 54475 58050
14100 61525 59175 54450 58050
14200 61500 59175 54450 58025
14300 61450 59100 54475 58050
14400 61450 59075 54500 58075
14500 61475 59050 54475 58100
14600 61425 59050 54450 58075
14700 61425 59075 54450 58075
14800 61425 59050 54450 58025
14900 61425 59050 54425 58025
15000 61400 59050 54425 58025
15100 61375 59025 54450 58025
15200 61375 59025 54500 58000
15300 61375 59000 54475 58025
15400 61375 59050 54475 58050
15500 61375 59050 54450 58050
15600 61375 59075 54450 58050
15700 61325 59075 54475 58050
15800 61350 59075 54475 58050
15900 61350 59050 54475 58025
16000 61350 59075 54425 58000
16100 61325 59100 54425 58000
16200 61325 59100 54425 57975
16300 61325 59125 54425 57950
16400 61350 59125 54375 57950
16500 61350 59150 54425 57950
16600 61350 59150 54450 57950
16700 61300 59175 54400 57950
16800 61275 59175 54325 57975
16900 61300 59225 54325 57975
17000 61250 59175 54350 57950
17100 61225 59175 54350 57875
17200 61225 59175 54350 57875
17300 61225 59150 54350 57875
17400 61200 59150 54350 57850
17500 61225 59175 54350 57850
17600 61225 59175 54350 57900
17700 61225 59175 54350 57900
17800 61200 59150 54325 57925
17900 61200 59150 54325 57950
18000 61200 59150 54325 57950
18100 61200 59175 54325 57950
18200 61200 59175 54350 57950
18300 61175 59200 54350 57950
18400 61175 59200 54350 57925
18500 61175 59200 54350 57925
18600 61175 59225 54325 57925
18700 61150 59200 54325 57900
18800 61150 59250 54350 57925
18900 61175 59225 54325 57950
19000 61175 59225 54325 57975
19100 61150 59250 54325 57975
19200 61150 59225 54325 57975
19300 61150 59225 54325 57950
19400 61150 59225 54325 57925
19500 61150 59225 54325 57975
19600 61150 59250 54300 57975
19700 61100 59250 54300 57950
19800 61100 59225 54300 57950
19900 61100 59225 54300 57950
20000 61100 59275 54300 57950
20100 61125 59275 54300 57950
20200 61125 59300 54275 57950
20300 61125 59300 54275 57950
20400 61125 59300 54250 57900
20500 61100 59325 54225 57900
20600 61075 59325 54275 57950
20700 61075 59300 54300 57975
20800 61075 59300 54375 58000
20900 61050 59300 54350 58000
21000 61025 59375 54350 58000
21100 61000 59375 54350 58000
21200 61000 59375 54350 58025
21300 60975 59400 54350 58025
21400 60950 59425 54350 58050
21500 60975 59450 54275 58100
21600 60950 59450 54275 58100
21700 60950 59450 54275 58050
21800 60950 59450 54275 58050
21900 60950 59425 54275 58050
22000 60950 59425 54275 58075
22100 60950 59450 54275 58075
22200 60950 59450 54275 58075
22300 60950 59425 54275 58075
22400 60925 59450 54300 58075
22500 60900 59425 54300 58050
22600 60900 59400 54300 58050
