# gr0gr1_gb gr0gr2_gb gr0gr3_gb gr1gr2_gb gr1gr3_gb gr2gr3_gb total
25 20 35 15 30 25 150
25 20 35 15 30 25 150
25 20 35 15 30 25 150
20 20 30 15 25 25 135
20 20 30 10 20 20 120
20 20 30 10 20 20 120
25 25 30 15 20 20 135
25 25 30 10 15 15 120
30 25 35 15 25 20 150
30 25 35 15 25 20 150
25 20 35 15 30 25 150
25 20 35 20 35 30 165
25 20 35 20 35 30 165
20 20 30 20 30 30 150
15 20 25 20 25 30 135
15 20 25 20 25 30 135
15 20 25 25 30 35 150
20 25 25 30 30 35 165
20 25 25 30 30 35 165
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 30 30 35 35 35 195
30 25 25 35 35 30 180
30 25 25 35 35 30 180
30 25 25 40 40 35 195
30 25 25 35 35 30 180
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
30 25 25 30 30 25 165
35 25 30 30 35 25 180
35 25 30 30 35 25 180
35 25 30 30 35 25 180
35 25 30 30 35 25 180
35 25 30 30 35 25 180
35 25 30 30 35 25 180
35 25 30 30 35 25 180
35 25 30 30 35 25 180
35 25 30 25 30 20 165
35 25 30 25 30 20 165
30 20 30 20 30 20 150
25 20 25 20 25 20 135
25 20 25 20 25 20 135
20 15 25 15 25 20 120
15 15 20 15 20 20 105
15 20 25 15 20 25 120
15 20 25 15 20 25 120
15 20 25 15 20 25 120
15 25 30 15 20 30 135
15 25 30 15 20 30 135
15 25 30 15 20 30 135
10 25 25 15 15 30 120
10 25 25 15 15 30 120
5 25 20 15 10 30 105
5 25 20 15 10 30 105
5 25 20 20 15 35 120
5 25 20 20 15 35 120
5 25 20 20 15 35 120
5 25 20 20 15 35 120
5 25 20 20 15 35 120
5 25 20 20 15 35 120
5 25 20 15 10 30 105
10 30 20 20 10 30 120
10 30 20 20 10 30 120
10 30 20 20 10 30 120
10 30 20 20 10 30 120
15 35 20 25 10 30 135
15 35 20 25 10 30 135
15 35 20 25 10 30 135
15 35 20 25 10 30 135
20 35 25 25 15 30 150
20 35 25 25 15 30 150
20 35 25 25 15 30 150
20 35 25 25 15 30 150
20 35 25 25 15 30 150
20 35 25 25 15 30 150
20 35 25 25 15 30 150
25 35 30 25 20 30 165
25 35 30 25 20 30 165
25 35 30 25 20 30 165
25 35 30 25 20 30 165
25 35 30 25 20 30 165
25 35 30 25 20 30 165
25 35 30 25 20 30 165
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
25 30 25 25 20 25 150
