var_num,feature_volumes,intersects_bounds,percolated
0,1107933.0170516,1,0
1,776929.26799636,1,0
2,1253123.4823278,1,0
3,777693.69649945,1,0
4,991073.34431478,1,0
5,1338096.8247393,1,0
