var_num,feature_volumes,intersects_bounds,percolated
0,1107609.6105019,1,0
1,777287.31429524,1,0
2,1252869.4596601,1,0
3,778072.97238201,1,0
4,990699.43563413,1,0
5,1338242.4390376,1,0
