var_num,feature_volumes,intersects_bounds,percolated
0,1107849.9908073,1,0
1,777028.32806821,1,0
2,1253049.1600161,1,0
3,777852.72208356,1,0
4,990892.44952599,1,0
5,1338158.8062921,1,0
