var_num,feature_volumes,intersects_bounds,percolated
0,1107491.8963936,1,0
1,777467.68098251,1,0
2,1252802.4742112,1,0
3,778161.62717069,1,0
4,990624.14199477,1,0
5,1338254.8865781,1,0
