var_num,feature_volumes,intersects_bounds,percolated
0,1109023.9095096,1,0
1,775393.46312976,1,0
2,1252971.2902303,1,0
3,776904.12383861,1,0
4,992208.57002073,1,0
5,1338312.4297729,1,0
