var_num,feature_volumes,intersects_bounds,percolated
0,1106964.655944,1,0
1,778098.33670013,1,0
2,1252772.2049263,1,0
3,778577.89850089,1,0
4,990153.72768582,1,0
5,1338040.1378942,1,0
