# Step gr0 gr1 gr2 gr3 
500 62700 18550 62050 86925
600 62650 18550 62000 86875
700 62675 18450 62000 86775
800 62675 18450 62000 86775
900 62650 18350 61950 86750
1000 62375 18075 61300 86050
1100 62050 18025 60975 85375
1200 62025 18000 60925 85300
1300 62025 17925 60900 85300
1400 62000 17875 60850 85275
1500 61925 17825 60825 85225
1600 61950 17800 60825 85200
1700 62025 17700 60825 85175
1800 62050 17600 60800 85175
1900 62125 17550 60725 85100
2000 61850 17500 60450 84625
2100 61850 17400 60450 84575
2200 61775 17350 60400 84425
2300 61775 17350 60350 84350
2400 61775 17275 60350 84325
2500 61650 17225 60250 84325
2600 61625 17175 60275 84250
2700 61525 17025 60250 84225
2800 61425 16925 60225 84075
2900 60225 16100 58825 83150
3000 60225 16025 58700 83050
3100 60250 16000 58600 83000
3200 60275 15950 58575 82950
3300 60050 15950 58375 82600
3400 60100 15900 58350 82500
3500 60150 15875 58325 82500
3600 60150 15850 58325 82500
3700 60175 15800 58250 82475
3800 60225 15800 58225 82475
3900 60225 15800 58225 82475
4000 60250 15775 58225 82475
4100 60275 15725 58200 82475
4200 60300 15725 58200 82475
4300 60300 15700 58200 82425
4400 60300 15650 58125 82425
4500 60300 15625 58125 82425
4600 60350 15600 58175 82425
4700 60350 15600 58175 82425
4800 60350 15600 58225 82425
4900 60400 15575 58225 82425
5000 60400 15575 58225 82425
5100 60350 15575 58225 82425
5200 60350 15525 58225 82375
5300 60375 15525 58225 82350
5400 60400 15525 58250 82325
5500 60400 15500 58275 82300
5600 60450 15500 58275 82300
5700 60450 15500 58275 82300
5800 60450 15500 58250 82300
5900 60475 15500 58250 82300
6000 60475 15475 58250 82275
6100 60475 15475 58250 82275
6200 60500 15450 58250 82275
6300 60500 15425 58250 82325
6400 60525 15425 58275 82300
6500 60550 15350 58275 82300
6600 60575 15350 58300 82300
6700 60575 15350 58300 82300
6800 60600 15325 58275 82300
6900 60600 15300 58275 82300
7000 60625 15275 58275 82300
7100 60650 15275 58275 82350
7200 60675 15275 58275 82350
7300 60675 15225 58275 82350
7400 60675 15225 58275 82350
7500 60675 15225 58300 82350
7600 60725 15200 58275 82350
7700 60725 15150 58300 82350
7800 60725 15125 58300 82350
7900 60725 15100 58300 82350
8000 60725 15100 58325 82350
8100 60725 15100 58325 82350
8200 60725 15100 58325 82350
8300 60725 15100 58375 82350
8400 60725 15125 58375 82350
8500 60725 15150 58375 82350
8600 60725 15150 58375 82350
8700 60750 15150 58375 82350
8800 60750 15150 58375 82350
8900 60750 15150 58375 82350
9000 60750 15150 58375 82350
9100 60775 15125 58375 82350
9200 60775 15125 58375 82350
9300 60775 15125 58375 82350
9400 60800 15125 58375 82350
9500 60800 15125 58375 82350
9600 60800 15125 58375 82350
9700 60800 15100 58375 82350
