# gr0gr1_gb gr0gr2_gb gr0gr3_gb gr1gr2_gb gr1gr3_gb gr2gr3_gb total
20 25 35 10 20 25 135
30 35 45 25 35 40 210
35 45 50 35 40 50 255
50 60 60 45 45 55 315
55 55 60 45 50 50 315
55 50 55 50 55 50 315
60 50 60 50 60 50 330
60 50 60 50 60 50 330
55 40 55 40 55 40 285
55 45 60 40 55 45 300
55 45 60 40 55 45 300
50 45 55 40 50 45 285
50 50 60 40 50 50 300
50 50 60 40 50 50 300
50 50 60 40 50 50 300
50 50 60 40 50 50 300
50 50 60 40 50 50 300
50 50 60 45 55 55 315
50 50 60 45 55 55 315
50 50 60 45 55 55 315
50 50 60 45 55 55 315
55 50 65 45 60 55 330
60 45 65 50 70 55 345
60 45 65 50 70 55 345
55 45 60 55 70 60 345
60 45 55 60 70 55 345
60 50 60 60 70 60 360
60 50 60 55 65 55 345
60 50 60 55 65 55 345
60 45 55 55 65 50 330
60 45 55 55 65 50 330
60 45 55 55 65 50 330
60 45 55 50 60 45 315
60 45 55 50 60 45 315
60 45 55 55 65 50 330
60 45 55 55 65 50 330
60 45 55 55 65 50 330
60 45 55 55 65 50 330
60 45 55 50 60 45 315
60 45 55 50 60 45 315
60 50 60 50 60 50 330
60 55 65 50 60 55 345
65 65 70 55 60 60 375
60 65 75 50 60 65 375
60 65 75 50 60 65 375
60 65 75 50 60 65 375
60 65 75 50 60 65 375
60 65 75 50 60 65 375
65 70 75 55 60 65 390
65 70 75 55 60 65 390
60 65 75 50 60 65 375
60 65 75 50 60 65 375
60 65 75 50 60 65 375
55 65 70 50 55 65 360
55 65 70 50 55 65 360
55 65 70 50 55 65 360
60 70 70 55 55 65 375
60 70 70 55 55 65 375
55 70 65 55 50 65 360
55 70 65 55 50 65 360
55 70 65 55 50 65 360
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 55 50 60 345
55 65 60 50 45 55 330
55 65 60 50 45 55 330
50 65 55 50 40 55 315
50 65 55 50 40 55 315
50 60 50 50 40 50 300
50 60 50 55 45 55 315
50 60 50 55 45 55 315
50 60 50 55 45 55 315
50 60 50 55 45 55 315
45 55 50 50 45 55 300
45 55 50 50 45 55 300
45 55 50 50 45 55 300
45 55 50 50 45 55 300
45 55 50 50 45 55 300
45 55 50 50 45 55 300
45 55 50 50 45 55 300
50 55 55 50 50 55 315
50 55 55 50 50 55 315
55 55 60 50 55 55 330
55 60 65 50 55 60 345
55 60 65 50 55 60 345
55 60 65 50 55 60 345
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 55 60 60 345
55 55 60 55 60 60 345
55 55 60 55 60 60 345
55 55 60 55 60 60 345
55 55 60 55 60 60 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 60 60 55 345
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 55 55 55 55 50 330
60 50 50 55 55 45 315
60 50 50 55 55 45 315
60 50 50 55 55 45 315
60 50 50 55 55 45 315
60 50 50 55 55 45 315
60 50 50 55 55 45 315
55 50 45 55 50 45 300
55 55 50 60 55 55 330
55 55 50 60 55 55 330
60 60 50 65 55 55 345
60 60 50 65 55 55 345
60 60 50 65 55 55 345
55 60 45 70 55 60 345
55 65 50 70 55 65 360
55 65 50 70 55 65 360
55 65 50 70 55 65 360
55 65 50 70 55 65 360
55 65 50 70 55 65 360
50 60 40 70 50 60 330
50 65 45 70 50 65 345
50 70 50 70 50 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 70 60 65 55 75 375
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
55 70 55 70 55 70 375
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
50 65 55 65 55 70 360
45 60 55 60 55 70 345
45 60 55 60 55 70 345
45 60 55 60 55 70 345
45 60 55 60 55 70 345
60 60 70 60 70 70 390
60 60 70 60 70 70 390
60 60 70 60 70 70 390
60 60 70 60 70 70 390
60 60 70 60 70 70 390
60 60 70 55 65 65 375
60 60 70 55 65 65 375
60 60 70 55 65 65 375
60 60 70 55 65 65 375
60 60 70 55 65 65 375
60 60 70 55 65 65 375
60 55 65 55 65 60 360
