# Step junction_position active_etas junction_neighbors junction_angles
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
74400 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
74500 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
74600 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
74700 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
74800 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
74900 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75000 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75100 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75200 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75300 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75400 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75500 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75600 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75700 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75800 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
75900 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
76000 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (293.851,175.69) 0 86.2395 273.761
---- (200.449,330.449) 0 1 3 (249.355,141.089) (248.632,355.897) (7.93269,80.2885) 103.36 155.422 101.218
---- (249.355,141.089) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 59.6089 44.334 256.057
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (293.851,175.69) (293.851,175.69) 117.878 1.20742e-06 242.122
---- (293.851,175.69) 1 2 3 (294.773,316) (249.355,141.089) (294.773,316) 128.246 128.246 103.508
---- (294.773,316) 1 2 3 (249.355,141.089) (248.632,355.897) (200.449,330.449) 116.294 32.1405 211.566
76100 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.87,143.652) (248.632,355.897) (7.93269,80.2885) 103.309 155.422 101.269
---- (248.87,143.652) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 61.7951 42.8754 255.329
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.87,143.652) (294.773,316) 125.562 125.562 108.876
---- (294.773,316) 1 2 3 (248.87,143.652) (248.632,355.897) (200.449,330.449) 115.936 32.1405 211.924
76200 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.87,143.652) (248.632,355.897) (7.93269,80.2885) 103.309 155.422 101.269
---- (248.87,143.652) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 61.7951 42.8754 255.329
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.87,143.652) (294.773,316) 125.562 125.562 108.876
---- (294.773,316) 1 2 3 (248.87,143.652) (248.632,355.897) (200.449,330.449) 115.936 32.1405 211.924
76300 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.87,143.652) (248.632,355.897) (7.93269,80.2885) 103.309 155.422 101.269
---- (248.87,143.652) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 61.7951 42.8754 255.329
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.87,143.652) (294.773,316) 125.562 125.562 108.876
---- (294.773,316) 1 2 3 (248.87,143.652) (248.632,355.897) (200.449,330.449) 115.936 32.1405 211.924
76400 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.87,143.652) (248.632,355.897) (7.93269,80.2885) 103.309 155.422 101.269
---- (248.87,143.652) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 61.7951 42.8754 255.329
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.87,143.652) (294.773,316) 125.562 125.562 108.876
---- (294.773,316) 1 2 3 (248.87,143.652) (248.632,355.897) (200.449,330.449) 115.936 32.1405 211.924
76500 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.87,143.652) (248.632,355.897) (7.93269,80.2885) 103.309 155.422 101.269
---- (248.87,143.652) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 61.7951 42.8754 255.329
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.87,143.652) (294.773,316) 125.562 125.562 108.876
---- (294.773,316) 1 2 3 (248.87,143.652) (248.632,355.897) (200.449,330.449) 115.936 32.1405 211.924
76600 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.87,143.652) (248.632,355.897) (7.93269,80.2885) 103.309 155.422 101.269
---- (248.87,143.652) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 61.7951 42.8754 255.329
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.87,143.652) (294.773,316) 125.562 125.562 108.876
---- (294.773,316) 1 2 3 (248.87,143.652) (248.632,355.897) (200.449,330.449) 115.936 32.1405 211.924
76700 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.632,144.103) (248.632,355.897) (7.93269,80.2885) 103.344 155.422 101.235
---- (248.632,144.103) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 62.1591 42.6895 255.151
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.632,144.103) (294.773,316) 125.042 125.042 109.916
---- (294.773,316) 1 2 3 (248.632,144.103) (248.632,355.897) (200.449,330.449) 115.825 32.1405 212.035
76800 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.632,144.103) (248.632,355.897) (7.93269,80.2885) 103.344 155.422 101.235
---- (248.632,144.103) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 62.1591 42.6895 255.151
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.632,144.103) (294.773,316) 125.042 125.042 109.916
---- (294.773,316) 1 2 3 (248.632,144.103) (248.632,355.897) (200.449,330.449) 115.825 32.1405 212.035
76900 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.632,144.103) (248.632,355.897) (7.93269,80.2885) 103.344 155.422 101.235
---- (248.632,144.103) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 62.1591 42.6895 255.151
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.632,144.103) (294.773,316) 125.042 125.042 109.916
---- (294.773,316) 1 2 3 (248.632,144.103) (248.632,355.897) (200.449,330.449) 115.825 32.1405 212.035
77000 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.632,144.103) (248.632,355.897) (7.93269,80.2885) 103.344 155.422 101.235
---- (248.632,144.103) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 62.1591 42.6895 255.151
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.632,144.103) (294.773,316) 125.042 125.042 109.916
---- (294.773,316) 1 2 3 (248.632,144.103) (248.632,355.897) (200.449,330.449) 115.825 32.1405 212.035
77100 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.632,144.103) (248.632,355.897) (7.93269,80.2885) 103.344 155.422 101.235
---- (248.632,144.103) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 62.1591 42.6895 255.151
---- (248.632,355.897) 0 1 2 (8.10976,414.939) (294.235,175.824) (294.235,175.824) 118.003 0 241.997
---- (294.235,175.824) 1 2 3 (294.773,316) (248.632,144.103) (294.773,316) 125.042 125.042 109.916
---- (294.773,316) 1 2 3 (248.632,144.103) (248.632,355.897) (200.449,330.449) 115.825 32.1405 212.035
77200 (7.93269,80.2885) 0 2 3 (200.449,169.551) (8.10976,414.939) (8.10976,414.939) 65.0945 0 294.906
---- (8.10976,414.939) 0 2 3 (7.93269,80.2885) (294.773,316) (200.449,169.551) 70.9887 32.8684 256.143
---- (200.449,169.551) 0 1 3 (200.449,330.449) (200.449,330.449) (294.235,175.824) 0 86.1734 273.827
---- (200.449,330.449) 0 1 3 (248.632,144.103) (248.632,355.897) (7.93269,80.2885) 103.344 155.422 101.235
---- (248.632,144.103) 0 1 2 (248.632,355.897) (200.449,169.551) (7.93269,80.2885) 62.1591 42.6895 255.151
