# Step junction_position active_etas junction_neighbors junction_angles
---- (203.082,340.205) 0 1 3 (243.233,111.81) (242.655,388.938) (7.3494,77.7108) 130.952 177.633 51.4156
---- (243.233,111.81) 0 1 2 (242.655,388.938) (203.382,155.686) (7.3494,77.7108) 42.1279 55.9784 261.894
---- (242.655,388.938) 0 1 2 (7.39726,419.863) (243.233,111.81) (243.233,111.81) 97.6082 0 262.392
1400 (7.3494,77.7108) 0 2 3 (203.382,155.686) (7.39726,419.863) (7.39726,419.863) 68.301 nan nan
---- (7.39726,419.863) 0 2 3 (7.3494,77.7108) (242.864,389.182) (203.382,155.686) 82.5842 46.0056 231.41
---- (203.382,155.686) 0 1 3 (203.082,340.205) (203.082,340.205) (203.082,340.205) 0 0 360
---- (203.082,340.205) 0 1 3 (243.276,112.328) (242.864,389.182) (7.3494,77.7108) 130.911 177.625 51.4636
---- (243.276,112.328) 0 1 2 (242.864,389.182) (203.382,155.686) (7.3494,77.7108) 42.5313 55.7307 261.738
---- (242.864,389.182) 0 1 2 (7.39726,419.863) (243.276,112.328) (243.276,112.328) 97.5091 nan nan
1500 (7.3494,77.7108) 0 2 3 (203.382,155.686) (7.39726,419.863) (7.39726,419.863) 68.301 nan nan
---- (7.39726,419.863) 0 2 3 (7.3494,77.7108) (243.233,388.19) (203.382,155.686) 82.3588 45.7801 231.861
---- (203.382,155.686) 0 1 3 (203.082,340.205) (203.082,340.205) (203.082,340.205) 0 0 360
---- (203.082,340.205) 0 1 3 (244,112.208) (243.233,388.19) (7.3494,77.7108) 129.905 176.79 53.3053
---- (244,112.208) 0 1 2 (243.233,388.19) (203.382,155.686) (7.3494,77.7108) 42.8927 55.2418 261.865
