var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393525.49160599,707.85042048027,1,0
1,386490.76153803,701.49506146874,1,0
2,387086.0830836,702.03511892118,1,0
3,382070.44749634,697.47200848995,1,0
4,390202.2878629,704.85529249143,0,0
5,385258.0243156,700.37543609493,0,0
6,386243.58934665,701.27071224784,0,0
7,379596.290014,695.21004558377,1,0
8,397717.30323593,711.61042579871,1,0
9,383279.62344758,698.57481579618,0,0
10,378759.92664479,694.44374614877,0,0
11,380526.2918536,696.06114860653,1,0
12,386749.10116484,701.72947030451,0,0
13,391025.55214563,705.59846654717,0,0
14,382922.34854323,698.2491508968,0,0
15,372261.5656648,688.46070794887,1,0
