var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393912.88039666,708.19874082179,1,0
1,386244.11020092,701.27118508382,1,0
2,387032.23041068,701.98628251977,1,0
3,382254.70972662,697.64017414796,1,0
4,390251.98277797,704.90017512001,0,0
5,385583.47636572,700.67119956888,0,0
6,386805.65833045,701.78077795965,0,0
7,379430.33135739,695.05805682418,1,0
8,403379.690922,716.6581988821,1,0
9,382497.88278466,697.86204233996,0,0
10,375144.21635877,691.1211552591,0,0
11,378791.60796873,694.47278886908,1,0
12,386043.71518935,701.08924123507,0,0
13,396226.28198723,710.27527824747,0,0
14,380635.22876902,696.16077553108,0,0
15,369591.76841338,685.98750349588,1,0
