var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394300.20361152,708.5468310107,1,0
1,385356.21142725,700.46467947962,1,0
2,386866.06144212,701.83557044656,1,0
3,383132.60560929,698.44082379194,1,0
4,389429.50766268,704.15697755747,0,0
5,386451.11655222,701.4590819865,0,0
6,388352.59367671,703.18267866157,0,0
7,378786.66444296,694.46825714866,1,0
8,415337.99816688,727.20338537249,1,0
9,380876.26567263,696.38116222759,0,0
10,370222.04128667,686.57216903889,0,0
11,372826.95231637,688.98332275338,0,0
12,384452.81587106,699.64314350376,0,0
13,406262.73664186,719.21469801773,0,0
14,377949.69008068,693.70057757733,0,0
15,363029.60614492,679.87031885011,1,0
