var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394052.10342922,708.3238812663,1,0
1,386016.06271637,701.06413112743,1,0
2,387013.83730347,701.96960191626,1,0
3,382449.85514734,697.81822808797,1,0
4,390065.66957922,704.73188912654,0,0
5,386016.03518438,701.06410612628,0,0
6,387337.87239236,702.26340948645,0,0
7,379290.20217518,694.92969740833,1,0
8,407623.69083091,720.41835244309,1,0
9,381934.28665828,697.34771618149,0,0
10,373300.40676138,689.42065530002,0,0
11,376671.3516629,692.5264329295,0,0
12,385479.63401901,700.57684355326,0,0
13,398831.39025028,712.60641152628,0,0
14,379796.19917797,695.39308289161,0,0
15,367738.89872808,684.26581676856,1,0
