var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393590.10126366,707.90852611422,1,0
1,386469.44598406,701.47571694165,1,0
2,387094.726339,702.04295675781,1,0
3,382071.77242157,697.47321781857,1,0
4,390217.05865528,704.86863322902,0,0
5,385284.21832245,700.3992452384,0,0
6,386303.09208274,701.32472727918,0,0
7,379563.58466051,695.18009589687,1,0
8,398224.64532635,712.06415870878,1,0
9,383178.27028428,698.4824453121,0,0
10,378418.97707172,694.13111591827,0,0
11,380371.70104096,695.91974498755,1,0
12,386656.20131392,701.64518506861,0,0
13,391784.21594386,706.28263233834,0,0
14,382572.22105532,697.92985361338,0,0
15,371887.17944134,688.11442583681,1,0
