var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,378320.12513868,378987.68675471,1,694.04044831388,694.64747080374,1,0,0.05,8,0,0,16
0.75,1.5,1,378987.68675471,379655.24837073,0,694.64747080374,695.2544932936,0,0.05,0.1,0,0,0,0
1.5,2.25,1,379655.24837073,380322.80998675,0,695.2544932936,695.86151578347,0,0.1,0.15,0,0,0,0
2.25,3,1,380322.80998675,380990.37160277,1,695.86151578347,696.46853827333,1,0.15,0.2,0,0,0,0
3,3.75,0,380990.37160277,381657.9332188,0,696.46853827333,697.07556076319,0,0.2,0.25,0,0,0,0
3.75,4.5,1,381657.9332188,382325.49483482,1,697.07556076319,697.68258325306,1,0.25,0.3,0,0,0,0
4.5,5.25,1,382325.49483482,382993.05645084,1,697.68258325306,698.28960574292,1,0.3,0.35,0,0,0,0
5.25,6,1,382993.05645084,383660.61806686,0,698.28960574292,698.89662823279,0,0.35,0.4,0,0,0,0
6,6.75,0,383660.61806686,384328.17968289,2,698.89662823279,699.50365072265,2,0.4,0.45,0,0,0,0
6.75,7.5,1,384328.17968289,384995.74129891,3,699.50365072265,700.11067321251,3,0.45,0.5,0,0,0,0
7.5,8.25,1,384995.74129891,385663.30291493,1,700.11067321251,700.71769570238,1,0.5,0.55,0,0,0,0
8.25,9,1,385663.30291493,386330.86453095,0,700.71769570238,701.32471819224,0,0.55,0.6,0,0,0,0
9,9.75,0,386330.86453095,386998.42614698,0,701.32471819224,701.9317406821,0,0.6,0.65,0,0,0,0
9.75,10.5,1,386998.42614698,387665.987763,3,701.9317406821,702.53876317197,3,0.65,0.7,0,0,0,0
10.5,11.25,1,387665.987763,388333.54937902,0,702.53876317197,703.14578566183,0,0.7,0.75,0,0,0,0
11.25,12,1,388333.54937902,389001.11099504,0,703.14578566183,703.7528081517,0,0.75,0.8,0,0,0,0
12,12.75,0,389001.11099504,389668.67261107,1,703.7528081517,704.35983064156,1,0.8,0.85,0,0,0,0
12.75,13.5,1,389668.67261107,390336.23422709,0,704.35983064156,704.96685313142,0,0.85,0.9,0,0,0,0
13.5,14.25,1,390336.23422709,391003.79584311,1,704.96685313142,705.57387562129,1,0.9,0.95,0,0,0,0
14.25,15,1,391003.79584311,391671.35745913,1,705.57387562129,706.18089811115,1,0.95,1,8,0,0,0
