var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394158.12605195,708.41916473797,1,0
1,385652.34543715,700.73377022265,1,0
2,386979.4698601,701.93843321657,1,0
3,382783.39717978,698.12245226562,1,0
4,389625.16391483,704.33384578642,0,0
5,386349.64185014,701.36698104335,0,0
6,388049.45298693,702.90817953401,0,0
7,379001.24438561,694.66493495469,1,0
8,413345.69355643,725.45715427035,1,0
9,381238.47795268,696.7122118235,0,0
10,371227.44762879,687.50379374377,0,0
11,373519.68366678,689.62310864813,0,0
12,384806.28927179,699.9647023698,0,0
13,404132.38222763,717.32651586306,0,0
14,378157.95880832,693.89168269341,0,0
15,364641.16969104,681.3776903371,1,0
