var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394000.52293286,708.27752078154,1,0
1,386094.27254211,701.13514802524,1,0
2,387014.16642647,701.96990039951,1,0
3,382359.06306725,697.73539353046,1,0
4,390170.25782869,704.82636262203,0,0
5,385825.62475,700.89117757598,0,0
6,387101.41663617,702.04902356187,0,0
7,379356.2126368,694.99016645571,1,0
8,405662.38894268,718.68309804361,1,0
9,382137.93970509,697.53360949573,0,0
10,373988.79209193,690.05602626104,0,0
11,377793.31624524,693.55705603798,1,0
12,385721.86316268,700.79692454209,0,0
13,397775.2570181,711.66227042934,0,0
14,380143.17096146,695.7106567598,0,0
15,368495.111562,684.96901249789,1,0
