var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,392395.47954309,706.83339036125,1,0
1,386910.46268403,701.87584469128,1,0
2,387254.70666479,702.18801357644,1,0
3,382182.91070755,697.57465208739,1,0
4,389867.53615005,704.55288249692,0,0
5,385000.6856736,700.14148409431,0,0
6,385443.9923029,700.54445489252,0,0
7,380119.78926628,695.68926068341,1,0
8,392977.88441048,707.35774728053,1,0
9,384477.52816455,699.66562936958,0,0
10,382281.720242,697.66482170273,0,0
11,381686.39401096,697.12137432596,1,0
12,387373.17542903,702.29541186446,0,0
13,386148.50247215,701.18438622648,0,0
14,383616.16472977,698.88144268795,0,0
15,376240.67515581,692.13041108323,1,0
