var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,391241.12327856,705.79293683407,1,0
1,387194.46588929,702.13339578235,1,0
2,387230.52802618,702.16609232546,1,0
3,383164.97495686,698.47032741022,1,0
4,388852.30436179,703.63494155338,0,0
5,384940.73678279,700.08697206228,0,0
6,384978.43399507,700.12125095068,0,0
7,381083.08202348,696.57020454643,1,0
8,389524.23678244,704.24261579671,1,0
9,384947.10003871,700.09275842592,0,0
10,385429.678682,700.53144726878,0,0
11,382333.65590438,697.71221143149,1,0
12,386550.17223327,701.54897570418,0,0
13,383357.88941653,698.64613689001,0,0
14,384137.79766708,699.35644317987,0,0
15,379455.70202849,695.08129402101,1,0
