var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394864.5045998,709.05366656462,1,0
1,393009.96003719,707.38661465576,1,0
2,393009.9621114,707.38661652247,1,0
3,389315.97384707,704.05432553119,1,0
4,394230.73079909,708.48440787589,0,0
5,390590.26121567,705.20561992105,0,0
6,390590.26270902,705.20562126916,0,0
7,386949.79369529,701.91151804195,1,0
8,392414.39266384,706.85042453325,1,0
9,390590.26235443,705.20562094905,0,0
10,390594.16757839,705.20914635569,0,0
11,386945.85785364,701.90794830286,1,0
12,391765.35219833,706.26562897823,0,0
13,388170.58257744,703.01787732638,0,0
14,388172.80543281,703.01989023628,0,0
15,384577.97119124,699.75701565237,1,0
