var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393459.57704189,707.79113638453,1,0
1,386515.06568296,701.51711758406,1,0
2,387091.67738968,702.04019193377,1,0
3,382072.4418287,697.47382882071,1,0
4,390183.47070402,704.8382967762,0,0
5,385226.63543632,700.34690398601,0,0
6,386179.26057217,701.21231158407,0,0
7,379628.52916495,695.23956708638,1,0
8,397221.50943905,711.16674123386,1,0
9,383392.54751303,698.67771729914,0,0
10,379121.67655729,694.77529522791,0,0
11,380647.17278595,696.17169791849,1,0
12,386833.37446816,701.80592017751,0,0
13,390390.90777276,705.02563193215,0,0
14,383147.12044525,698.45405375178,0,0
15,372633.54554117,688.80459194019,1,0
