var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,391146.53071854,705.70760991845,1,0
1,387224.8098656,702.16090792882,1,0
2,387241.96912156,702.17646533239,1,0
3,383314.05320423,698.60619134985,1,0
4,388647.72346241,703.44982087113,0,0
5,384915.63203086,700.06414283865,0,0
6,384931.8546622,700.07889511409,0,0
7,381202.64257064,696.67946652567,1,0
8,389111.56747555,703.86947300174,1,0
9,384922.35553767,700.0702569908,0,0
10,385821.17915512,700.88713962852,0,0
11,382430.02417675,697.8001360532,1,0
12,386303.84466662,701.32541042855,0,0
13,382975.85729677,698.29793511731,0,0
14,384053.72320467,699.2799065374,0,0
15,379867.76639438,695.45859829579,1,0
