var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,392938.30516656,707.32212518716,1,0
1,386710.55017065,701.69449537784,1,0
2,387188.38218389,702.12787970466,1,0
3,382059.97454318,697.46244920346,1,0
4,390049.22212991,704.71703116144,0,0
5,385072.72771348,700.20698691446,0,0
6,385801.81525863,700.8695510706,0,0
7,379847.64398169,695.4401780829,1,0
8,394997.56029876,709.17311979959,1,0
9,384007.80785862,699.23810426253,0,0
10,380811.76972114,696.32219863332,0,0
11,381198.18497054,696.67539319669,1,0
12,387203.20061584,702.1413154573,0,0
13,387990.03192998,702.8543601745,0,0
14,383311.05482369,698.60345900637,0,0
15,374660.43873569,690.67538427694,1,0
