var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393648.24703486,707.9608144809,1,0
1,386449.8806733,701.45796034504,1,0
2,387105.66975825,702.05288029278,1,0
3,382077.44958734,697.47839964128,1,0
4,390233.66712902,704.88363342873,0,0
5,385310.4934558,700.42312730901,0,0
6,386368.78947648,701.38436082715,0,0
7,379540.94923071,695.15936691299,1,0
8,398843.49446543,712.61722496285,1,0
9,383083.16607679,698.39575884402,0,0
10,378049.73961656,693.79238851161,0,0
11,380154.18415088,695.72073445991,1,0
12,386562.89971663,701.56052514855,0,0
13,392638.92539658,707.05261941191,0,0
14,382133.23774391,697.52931813167,0,0
15,371549.11459297,687.80158876751,1,0
