var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394070.47451371,708.34039244095,1,0
1,385988.79389135,701.03936851442,1,0
2,387006.2648273,701.96273436584,1,0
3,382472.85571064,697.83921119307,1,0
4,390025.69009068,704.69577271762,0,0
5,386059.69685368,701.10375313685,0,0
6,387410.53212383,702.32927430583,0,0
7,379270.45122,694.91160347403,1,0
8,408455.85110609,721.15334146542,1,0
9,381870.78104529,697.28973849166,0,0
10,373093.18027645,689.22927317329,0,0
11,376147.83314211,692.04500996899,0,0
12,385407.55597764,700.51134259943,0,0
13,399218.86859526,712.95248824863,0,0
14,379634.23837008,695.24479489472,0,0
15,367489.74907786,684.03397635697,1,0
