var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,395495.50248675,709.61997824965,1,0
1,391763.82496374,706.26425234507,1,0
2,391763.90897363,706.26432807076,1,0
3,387988.52701279,702.85299707423,1,0
4,392980.34778433,707.35996430586,0,0
5,389328.72257995,704.0658530919,0,0
6,389328.79902776,704.06592221638,0,0
7,385677.16385484,700.75631750365,1,0
8,392999.56519137,707.37725964677,1,0
9,389328.32538513,704.06549394631,0,0
10,389429.9341504,704.15736313973,0,0
11,385718.5244524,700.79389157561,1,0
12,390484.25163769,705.10991397188,0,0
13,386894.72454047,701.86156963774,0,0
14,387003.46906685,701.9601988472,0,0
15,383406.04240675,698.69001344136,1,0
