var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393382.03331182,707.72138656461,1,0
1,386543.44724188,701.54287309231,1,0
2,387099.53132211,702.04731395238,1,0
3,382075.4593705,697.47658307886,1,0
4,390171.89861335,704.82784462514,0,0
5,385201.3217995,700.32389335177,0,0
6,386095.79154979,701.13652725914,0,0
7,379654.69108135,695.26352272285,1,0
8,396786.07328853,710.776842132,1,0
9,383505.69555653,698.78080770277,0,0
10,379442.69753066,695.0693831964,0,0
11,380742.10149044,696.25850081934,1,0
12,386922.25343494,701.88653912966,0,0
13,389874.94091968,704.55957326561,0,0
14,383257.83935429,698.55496340348,0,0
15,373012.85134844,689.15507183162,1,0
