var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,378661.73985795,379304.43095063,1,694.35372920822,694.93806448703,1,0,0.05,8,0,0,16
0.75,1.5,1,379304.43095063,379947.12204332,0,694.93806448703,695.52239976584,0,0.05,0.1,0,0,0,0
1.5,2.25,1,379947.12204332,380589.81313601,0,695.52239976584,696.10673504464,0,0.1,0.15,0,0,0,0
2.25,3,1,380589.81313601,381232.5042287,1,696.10673504464,696.69107032345,1,0.15,0.2,0,0,0,0
3,3.75,0,381232.5042287,381875.19532139,0,696.69107032345,697.27540560226,0,0.2,0.25,0,0,0,0
3.75,4.5,1,381875.19532139,382517.88641408,1,697.27540560226,697.85974088107,1,0.25,0.3,0,0,0,0
4.5,5.25,1,382517.88641408,383160.57750677,1,697.85974088107,698.44407615988,1,0.3,0.35,0,0,0,0
5.25,6,1,383160.57750677,383803.26859945,0,698.44407615988,699.02841143869,0,0.35,0.4,0,0,0,0
6,6.75,0,383803.26859945,384445.95969214,2,699.02841143869,699.6127467175,2,0.4,0.45,0,0,0,0
6.75,7.5,1,384445.95969214,385088.65078483,4,699.6127467175,700.19708199631,4,0.45,0.5,0,0,0,0
7.5,8.25,1,385088.65078483,385731.34187752,0,700.19708199631,700.78141727512,0,0.5,0.55,0,0,0,0
8.25,9,1,385731.34187752,386374.03297021,0,700.78141727512,701.36575255393,0,0.55,0.6,0,0,0,0
9,9.75,0,386374.03297021,387016.7240629,1,701.36575255393,701.95008783274,1,0.6,0.65,0,0,0,0
9.75,10.5,1,387016.7240629,387659.41515559,2,701.95008783274,702.53442311155,2,0.65,0.7,0,0,0,0
10.5,11.25,1,387659.41515559,388302.10624827,0,702.53442311155,703.11875839036,0,0.7,0.75,0,0,0,0
11.25,12,1,388302.10624827,388944.79734096,0,703.11875839036,703.70309366917,0,0.75,0.8,0,0,0,0
12,12.75,0,388944.79734096,389587.48843365,1,703.70309366917,704.28742894798,1,0.8,0.85,0,0,0,0
12.75,13.5,1,389587.48843365,390230.17952634,0,704.28742894798,704.87176422679,0,0.85,0.9,0,0,0,0
13.5,14.25,1,390230.17952634,390872.87061903,1,704.87176422679,705.4560995056,1,0.9,0.95,0,0,0,0
14.25,15,1,390872.87061903,391515.56171172,1,705.4560995056,706.04043478441,1,0.95,1,8,0,0,0
