var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393784.41044417,708.08324614959,1,0
1,386369.71523223,701.38520109975,1,0
2,387082.78587603,702.0321289397,1,0
3,382148.46471138,697.54321531383,1,0
4,390262.69803192,704.9098523707,0,0
5,385429.92950233,700.53167520595,0,0
6,386559.27329375,701.55723440194,0,0
7,379460.5380366,695.08572327065,1,0
8,401343.21940846,714.84687728364,1,0
9,382781.14356498,698.1203971851,0,0
10,376566.88221588,692.43039049054,0,0
11,379338.87237979,694.97428237971,1,0
12,386303.88313407,701.32544534692,0,0
13,394718.67506185,708.92272225837,0,0
14,381172.80702839,696.65220252738,0,0
15,370525.63155965,686.85361354492,1,0
