var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,390671.80289996,705.27922730307,1,0
1,386853.43993582,701.82412165949,1,0
2,386854.0089329,701.82463779259,1,0
3,383011.94453795,698.33083412637,1,0
4,388089.30549607,702.94427278868,0,0
5,384452.72921915,699.64306465739,0,0
6,384453.22219399,699.6435132253,0,0
7,380817.37221627,696.3273207536,1,0
8,388267.00154179,703.10518436345,1,0
9,384453.05773592,699.64336358156,0,0
10,385803.48768154,700.8710701783,0,0
11,382003.814092,697.41118598829,1,0
12,385654.71440145,700.73592243403,0,0
13,382077.69094057,697.47861993515,0,0
14,383468.90982223,698.74729349182,0,0
15,379796.81617906,695.39364774471,1,0
