var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394324.40841311,708.56857836477,1,0
1,385313.5620389,700.42591636139,1,0
2,386834.67636335,701.80710114721,1,0
3,383186.68856592,698.4901179675,1,0
4,389402.15579862,704.1322486351,0,0
5,386462.83416892,701.4697164057,0,0
6,388384.96614377,703.21198615701,0,0
7,378766.28209545,694.44957237819,1,0
8,415641.27977132,727.46884045241,1,0
9,380826.94225901,696.33607014483,0,0
10,370074.76124483,686.4355909518,0,0
11,372727.13129675,688.89108207518,0,0
12,384402.20753147,699.59709241289,0,0
13,406537.83392279,719.45816180058,0,0
14,377885.89556834,693.64202989386,0,0
15,362830.20956769,679.68358141574,1,0
