var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393068.06609239,707.43890585789,1,0
1,386662.06131081,701.65050196642,1,0
2,387158.61889829,702.100892797,1,0
3,382054.39271836,697.45735428684,1,0
4,390086.16617619,704.75040449059,0,0
5,385109.80553761,700.24069681485,0,0
6,385884.94674224,700.94505769728,0,0
7,379786.53088421,695.38423168746,1,0
8,395462.52058918,709.59038865728,1,0
9,383889.88626382,699.13073456613,0,0
10,380480.19840398,696.01899011207,0,0
11,381071.67764247,696.55978160741,1,0
12,387142.31329567,702.08610777332,0,0
13,388448.40125435,703.26941179479,0,0
14,383309.58178685,698.60211666364,0,0
15,374224.97175463,690.27388235786,1,0
