var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394132.49523966,708.39613127422,1,0
1,385780.31446868,700.85002101868,1,0
2,387003.15588868,701.95991482048,1,0
3,382626.22986274,697.97911624501,1,0
4,389756.53035557,704.4525727595,0,0
5,386278.38350991,701.30229798654,0,0
6,387831.09035068,702.71038195849,0,0
7,379073.75897151,694.73138715185,1,0
8,412110.46636009,724.37237838622,1,0
9,381430.4596315,696.88761272484,0,0
10,371856.30277349,688.08585921397,0,0
11,374055.08439224,690.1171823375,0,0
12,385017.15066519,700.15645510713,0,0
13,402759.29659627,716.10687989719,0,0
14,378078.0865413,693.8183989937,0,0
15,365851.43048663,682.50751555826,1,0
