var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394181.56214301,708.44022523143,1,0
1,385600.64502052,700.686798588,1,0
2,386966.10937452,701.9263158822,1,0
3,382834.65585708,698.16919362882,1,0
4,389585.2693238,704.29778570528,0,0
5,386368.79931229,701.38436975474,0,0
6,388106.92361314,702.9602284125,0,0
7,378970.74964732,694.63698774892,1,0
8,413714.40939209,725.78064610787,1,0
9,381170.31846255,696.64992840437,0,0
10,371028.24048184,687.31930570513,0,0
11,373371.16203393,689.48598851994,0,0
12,384730.27393894,699.89556280623,0,0
13,404554.20142865,717.70077835245,0,0
14,378202.52024156,693.93256494422,0,0
15,364277.74763184,681.0380558764,1,0
