var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,390665.82173045,705.27382838417,1,0
1,386812.71431259,701.78717875802,1,0
2,386813.91460447,701.78826759089,1,0
3,382958.84858375,698.282428551,1,0
4,388040.43544486,702.90001235214,0,0
5,384409.93277073,699.60412219532,0,0
6,384410.95944581,699.6050564397,0,0
7,380781.5938158,696.29460945319,1,0
8,388264.097761,703.10255515837,1,0
9,384410.62919285,699.60475591927,0,0
10,385894.30863431,700.95356040285,0,0
11,382111.77639736,697.50973055443,1,0
12,385598.02279325,700.68441611902,0,0
13,382051.35074998,697.45457765676,0,0
14,383583.33904582,698.85154072571,0,0
15,379895.6660824,695.48413707979,1,0
