var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,392706.48840516,707.11344953375,1,0
1,386783.46693001,701.76064676288,1,0
2,387221.58798304,702.1579867773,1,0
3,382085.4140893,697.48566916102,1,0
4,389985.05330333,704.65906062539,0,0
5,385038.88549313,700.17621729862,0,0
6,385664.47087396,700.74478614977,0,0
7,379954.07966691,695.53760460191,1,0
8,394216.61043355,708.47171968643,1,0
9,384211.08397848,699.42315206673,0,0
10,381386.11611008,696.84710291735,0,0
11,381418.45096468,696.87664249842,1,0
12,387298.56535186,702.22777574316,0,0
13,387249.46437577,702.18326078079,0,0
14,383360.66184009,698.64866317101,0,0
15,375332.76721769,691.29481529695,1,0
