var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393695.12016392,708.00296296129,1,0
1,386430.7001707,701.44055254671,1,0
2,387108.67666537,702.05560694324,1,0
3,382088.20918589,697.48822033961,1,0
4,390241.33574486,704.89055934991,0,0
5,385349.71921599,700.45877898588,0,0
6,386427.69987105,701.43782950228,0,0
7,379503.9418684,695.12547512641,1,0
8,399585.71789945,713.27998537809,1,0
9,382971.6466605,698.29409638095,0,0
10,377625.7645268,693.40324235351,0,0
11,379842.14846307,695.43514735764,1,0
12,386477.78151053,701.48328175426,0,0
13,393442.59445099,707.77586129946,0,0
14,381740.95034724,697.17119405988,0,0
15,371192.1124953,687.47107308075,1,0
