var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394082.38829815,708.35109985436,1,0
1,385968.22833334,701.0206925087,1,0
2,387007.69023971,701.964027091,1,0
3,382495.20509966,697.85959963625,1,0
4,389990.2566248,704.66376151759,0,0
5,386110.96346613,701.15030295998,0,0
6,387476.09719618,702.38870263538,0,0
7,379233.63782383,694.87787730728,1,0
8,409247.02173724,721.85143321943,1,0
9,381782.72675749,697.20934101922,0,0
10,372897.45995414,689.0484686471,0,0
11,375667.37508885,691.60289012553,0,0
12,385309.76705437,700.42246707706,0,0
13,399694.04025962,713.37665917348,0,0
14,379409.7529041,695.03920828662,0,0
15,367229.56818085,683.791787172,1,0
