var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394276.53885278,708.52556822508,1,0
1,385396.70903557,700.50148490555,1,0
2,386898.21481595,701.86473546625,1,0
3,383069.96001242,698.38372080679,1,0
4,389457.20084069,704.18201417832,0,0
5,386438.24625771,701.44740125929,0,0
6,388306.0998027,703.14058461355,0,0
7,378819.28501213,694.49815981451,1,0
8,415045.2158788,726.94702813206,1,0
9,380924.77119337,696.42550373503,0,0
10,370360.05084769,686.7001256221,0,0
11,372919.94617631,689.06924361212,0,0
12,384496.40051501,699.68280094915,0,0
13,405958.9862369,718.94578016525,0,0
14,378006.39801048,693.75261737153,0,0
15,363229.79221054,680.05774406913,1,0
