var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,391153.93241088,705.71428696336,1,0
1,387267.37695557,702.19950065896,1,0
2,387272.246944,702.20391581616,1,0
3,383367.10996162,698.65453877719,1,0
4,388509.46365541,703.32468507078,0,0
5,384864.44136858,700.01758985963,0,0
6,384868.61788752,700.0213881175,0,0
7,381224.57466566,696.69950759934,1,0
8,388801.77643436,703.58922449076,1,0
9,384867.01249469,700.01992812514,0,0
10,386115.08889618,701.15404869511,0,0
11,382429.69772327,697.79983822181,1,0
12,386056.4727717,701.10082558352,0,0
13,382575.75216957,697.93307452728,0,0
14,383952.02718852,699.18731703146,0,0
15,380157.74537816,695.72399315593,1,0
