var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393742.20567061,708.04529988629,1,0
1,386402.57458708,701.4150256102,1,0
2,387105.76286698,702.05296472354,1,0
3,382121.09946935,697.51823970564,1,0
4,390252.92122319,704.90102266189,0,0
5,385385.71327029,700.49149181964,0,0
6,386498.03789557,701.50166486701,0,0
7,379474.9235714,695.09889866584,1,0
8,400450.58993827,714.05148751468,1,0
9,382877.6323478,698.20838028471,0,0
10,377108.24477849,692.92793990259,0,0
11,379526.64296442,695.14626525853,1,0
12,386384.98232704,701.3990583046,0,0
13,394128.80367201,708.3928137371,0,0
14,381424.09996334,696.88180302569,0,0
15,370840.75694021,687.14562978731,1,0
