var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393194.94353946,707.55307285345,1,0
1,386616.47501783,701.60913950633,1,0
2,387140.00628047,702.08401587368,1,0
3,382061.01553935,697.46339938837,1,0
4,390119.99083578,704.78095854232,0,0
5,385137.21660513,700.26561698464,0,0
6,385954.32949241,701.00807040395,0,0
7,379734.27615,695.33639117018,1,0
8,395924.86384126,710.00506574712,1,0
9,383751.97555681,699.00514350695,0,0
10,380106.8449808,695.67741536869,0,0
11,380957.70297917,696.45560684408,1,0
12,387073.84523927,702.02402130649,0,0
13,388917.70598618,703.69411174834,0,0
14,383317.66763585,698.60948506988,0,0
15,373807.07194766,689.88835771118,1,0
