var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,395857.32032724,709.94450086858,1,0
1,392140.72030063,706.60390049,1,0
2,392140.7850287,706.60395880722,1,0
3,388398.45713284,703.22419948097,1,0
4,393356.26519902,707.69820687968,0,0
5,389708.79734156,704.40943470858,0,0
6,389708.85397818,704.4094858947,0,0
7,386061.3729374,701.1052750612,1,0
8,393367.63892176,707.70843819633,1,0
9,389708.49272925,704.40915941093,0,0
10,389823.25311089,704.51286809972,0,0
11,386136.1613178,701.17318134827,1,0
12,390867.19066143,705.45557187513,0,0
13,387277.26976782,702.20846950564,0,0
14,387391.82477503,702.31231700055,0,0
15,383797.9423298,699.04700654698,1,0
