var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393841.3898569,708.13447304821,1,0
1,386328.5943274,701.34787627795,1,0
2,387056.82217601,702.00858403158,1,0
3,382180.30398361,697.57227313795,1,0
4,390265.98210483,704.91281828378,0,0
5,385477.31353704,700.57473490958,0,0
6,386647.10814296,701.63693456453,0,0
7,379454.39881122,695.080100413,1,0
8,402107.45768312,715.5271597606,1,0
9,382677.84296572,698.0261904527,0,0
10,375998.640029,691.90775198112,0,0
11,379182.24384629,694.83079057171,1,0
12,386212.96859674,701.24291390853,0,0
13,395262.90955793,709.41128199108,0,0
14,380952.79480241,696.45112033782,0,0
15,370193.98742106,686.54615577373,1,0
