var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394415.51927708,708.65043300688,1,0
1,385231.94030123,700.35172612522,1,0
2,386782.6162855,701.75987507895,1,0
3,383297.71167006,698.59129962004,1,0
4,389343.54220942,704.0792529455,0,0
5,386488.58973059,701.49309051046,0,0
6,388442.5560124,703.26412049314,0,0
7,378715.34591707,694.40287630429,1,0
8,416227.72352198,727.98186598519,1,0
9,380748.68628214,696.26452155799,0,0
10,369834.14728835,686.2124024826,0,0
11,372522.09397131,688.70157639708,0,0
12,384305.96527383,699.50950834442,0,0
13,407011.08021341,719.87679673198,0,0
14,377771.94204667,693.53743626802,0,0
15,362432.91717054,679.31135899178,1,0
