var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396695.33765527,710.69556852055,1,0
1,392978.59698936,707.35838859902,1,0
2,392978.60481779,707.35839564457,1,0
3,389258.48623389,704.00234218129,1,0
4,394195.86802325,708.45308068947,0,0
5,390541.05885998,705.16120141658,0,0
6,390541.06448101,705.16120649125,0,0
7,386886.25282026,701.85388536729,1,0
8,394196.95578913,708.45405816111,1,0
9,390541.06511268,705.16120706151,0,0
10,390552.47989954,705.17151225959,0,0
11,386892.42060823,701.85947986524,1,0
12,391698.08210339,706.20498987968,0,0
13,388103.58360786,702.95720360699,0,0
14,388114.07250722,702.96670261428,0,0
15,384519.19166598,699.70353760626,1,0
